epoch,train_total,train_recon,train_mixing,train_zero_recon,train_z_l2,val_recon,val_separation,sep_base,n_dup,tops,clean_max_corr,max_pair_corr,min_energy_ratio,n_dead,lr,sec,corr_e0_x_clean,corr_e1_x_clean,corr_e2_x_clean,corr_e3_x_clean,corr_e0_bw,corr_e1_bw,corr_e2_bw,corr_e3_bw,corr_e0_ma,corr_e1_ma,corr_e2_ma,corr_e3_ma,corr_e0_em,corr_e1_em,corr_e2_em,corr_e3_em
1,0.38078664437584253,0.3617522975672846,1.5359612703323364,0.22952863130637485,1.3794536797896675,0.16790682192201967,0.022624713182449352,0.32262471318244934,2,2112,0.11591023951768875,0.6777341961860657,0.18565241992473602,0,0.001,3.6522748470306396,0.0928909033536911,0.11242416501045227,0.11591023951768875,0.09854288399219513,0.38212835788726807,0.5339369773864746,0.5093228816986084,0.4462532103061676,0.3537179231643677,0.3986213505268097,0.3849487602710724,0.37956157326698303,0.19910095632076263,0.23962263762950897,0.2420303076505661,0.2187480479478836
2,0.22770244854947794,0.209974876564482,1.5300770946170972,0.073230302917933,1.6944990520891936,0.14798223424840856,-0.10211659669876094,0.347883403301239,3,2222,0.12432301789522171,0.6896161437034607,0.10145178437232971,0,0.001,3.2389299869537354,0.11344210803508759,0.10972059518098831,0.12432301789522171,0.10023092478513718,0.44589900970458984,0.5213894844055176,0.5602777004241943,0.4230143427848816,0.42380842566490173,0.3961632251739502,0.45313146710395813,0.4065968096256256,0.21426771581172943,0.2467660903930664,0.2538014054298401,0.2039603441953659
3,0.22130743964858676,0.2045484826616619,1.514540433883667,0.0188464312978676,1.4250890379366667,0.1296074105721933,-0.11467559337615962,0.33532440662384033,3,2222,0.12024015933275223,0.5222631692886353,0.09103519469499588,0,0.001,4.033894300460815,0.10292936861515045,0.09909866005182266,0.12024015933275223,0.10348700731992722,0.39571335911750793,0.46170687675476074,0.5398352742195129,0.41797545552253723,0.3627631366252899,0.33851680159568787,0.4335157573223114,0.39323529601097107,0.19690479338169098,0.21402716636657715,0.24770639836788177,0.20390939712524414
4,0.1978574485882469,0.18177632274835007,1.4911359133927717,0.0011058407804027768,1.1587070019348809,0.11752495659722222,-0.0973370492458343,0.35266295075416565,3,2222,0.12803032994270325,0.6428191065788269,0.08642647415399551,0,0.001,3.498745918273926,0.12202256917953491,0.0961628332734108,0.12803032994270325,0.12294138222932816,0.417129248380661,0.41965657472610474,0.5545610189437866,0.39635950326919556,0.4147481918334961,0.3509055972099304,0.4663640558719635,0.3748067617416382,0.22228571772575378,0.2062240093946457,0.261696457862854,0.21106238663196564
5,0.19071364014045053,0.1751390902892403,1.4599692458691804,0.0011741486624763954,0.963118402854256,0.11915573911313658,0.06852234601974488,0.3685223460197449,2,2223,0.13338978588581085,0.6438724994659424,0.1162741482257843,0,0.001,4.568023443222046,0.12702573835849762,0.09403024613857269,0.13338978588581085,0.10839104652404785,0.3935622274875641,0.42080792784690857,0.5618869662284851,0.36721324920654297,0.3821166753768921,0.36531779170036316,0.4749654531478882,0.3303082585334778,0.2530854642391205,0.2139405757188797,0.276772141456604,0.30384722352027893
6,0.18608326886011206,0.1707925310601359,1.4343540357506794,0.003975725672005311,0.9074382781982422,0.11714404522931134,0.22653261423110962,0.3765326142311096,1,0223,0.13554048538208008,0.7452687621116638,0.15386255085468292,0,0.001,3.600719451904297,0.13554048538208008,0.10225903987884521,0.13277636468410492,0.11080332100391388,0.4484318792819977,0.46379849314689636,0.5561197996139526,0.35446587204933167,0.41664960980415344,0.4055480659008026,0.4671260714530945,0.30750060081481934,0.28171131014823914,0.23301398754119873,0.27756235003471375,0.34734416007995605
7,0.1736846404231113,0.15865849088067593,1.4109586321789285,0.005554455489365627,0.8610200752382693,0.10571335404007523,0.21201050877571107,0.36201050877571106,1,0223,0.13981537520885468,0.6440862417221069,0.09918911010026932,0,0.001,3.2404844760894775,0.13981537520885468,0.10566257685422897,0.1376747339963913,0.13923385739326477,0.40672415494918823,0.4629274606704712,0.5488883852958679,0.27889031171798706,0.39291372895240784,0.3859618902206421,0.45770853757858276,0.25582629442214966,0.2850925624370575,0.2371142953634262,0.28509169816970825,0.3016296923160553
8,0.16903652445129727,0.154388132950534,1.3828018489091292,0.003456449022253408,0.78580845957217,0.10370309561270255,0.07231135368347169,0.3723113536834717,2,3223,0.14892840385437012,0.6566192507743835,0.09606299549341202,0,0.001,3.2166366577148438,0.14713551104068756,0.10505729168653488,0.1401124745607376,0.14892840385437012,0.39210638403892517,0.46835723519325256,0.5605953931808472,0.27730199694633484,0.3930321931838989,0.39395907521247864,0.46599453687667847,0.25172558426856995,0.28777533769607544,0.2426174134016037,0.294125497341156,0.3137272000312805
9,0.16505681690962418,0.150725148294283,1.3562784868737925,0.0017789032780970244,0.7510932010153065,0.09931776258680555,0.07971961498260499,0.379719614982605,2,3223,0.16158939898014069,0.6535808444023132,0.08663427084684372,0,0.001,3.195247173309326,0.15117742121219635,0.1023978665471077,0.1422557234764099,0.16158939898014069,0.3782718777656555,0.44660428166389465,0.5692210793495178,0.22499917447566986,0.3846724331378937,0.3821351230144501,0.4840659499168396,0.21778397262096405,0.2843097746372223,0.23395799100399017,0.2969833314418793,0.304002046585083
10,0.15729707673839902,0.14325725449168164,1.3303321133489194,0.0025629089732715133,0.7108701726664668,0.09989308901186343,0.08132280111312867,0.38132280111312866,2,3223,0.18390332162380219,0.5994570851325989,0.07937881350517273,0,0.001,3.184597969055176,0.15768477320671082,0.10174856334924698,0.13897983729839325,0.18390332162380219,0.3418470323085785,0.4695609509944916,0.5671238303184509,0.22621464729309082,0.34404686093330383,0.38582608103752136,0.47678306698799133,0.2028532475233078,0.27874329686164856,0.2332448810338974,0.2955705523490906,0.29748091101646423
11,0.14847708525864975,0.13467081085495328,1.3087781512218972,0.0017080744943561276,0.7014124004737191,0.0945580071343316,0.09130017161369325,0.39130017161369324,2,3222,0.2253112643957138,0.5619332790374756,0.08857174962759018,0,0.001,3.1772372722625732,0.18167853355407715,0.10124196112155914,0.1442393809556961,0.2253112643957138,0.32962557673454285,0.4315030574798584,0.5616946220397949,0.1323559433221817,0.31115928292274475,0.37300345301628113,0.4785288870334625,0.13481371104717255,0.2590642273426056,0.2263530194759369,0.2996659278869629,0.24870064854621887
12,0.13992499333360922,0.12629893713671228,1.2914710148521091,0.0019082737284327816,0.692264445449995,0.08772595440899884,0.09931634068489076,0.39931634068489075,2,3222,0.23755130171775818,0.5969832539558411,0.0813562422990799,0,0.001,3.2047042846679688,0.19016842544078827,0.10352612286806107,0.14170368015766144,0.23755130171775818,0.3538574278354645,0.462196409702301,0.561112105846405,0.13241174817085266,0.31874531507492065,0.38438889384269714,0.47987350821495056,0.13610300421714783,0.2457377314567566,0.24144046008586884,0.3187284469604492,0.2384374886751175
13,0.12857523301373358,0.11512573743643968,1.275156943694405,0.0010580732676949676,0.6873477230901304,0.08003195642541956,0.10553998947143556,0.40553998947143555,2,3222,0.2756744623184204,0.5770964026451111,0.06862199306488037,0,0.001,3.2916829586029053,0.19710290431976318,0.10382641851902008,0.14373528957366943,0.2756744623184204,0.3383811414241791,0.4539189636707306,0.5465688705444336,0.08343735337257385,0.3026596009731293,0.3804313838481903,0.47069811820983887,0.08421443402767181,0.2342865765094757,0.24471963942050934,0.3292185664176941,0.16806435585021973
14,0.11698317948890768,0.10369834368643553,1.2594099148460056,0.0008106211569848592,0.6826314278270887,0.07692261985496239,0.11406744718551637,0.41406744718551636,2,3222,0.3127622902393341,0.5122612118721008,0.0843469500541687,0,0.001,3.236384391784668,0.20396465063095093,0.1004321426153183,0.14716044068336487,0.3127622902393341,0.3088172376155853,0.4472302496433258,0.5347118973731995,0.046404462307691574,0.2739464044570923,0.37519097328186035,0.4688781797885895,0.04989403113722801,0.22421981394290924,0.23777136206626892,0.33991748094558716,0.13100361824035645
15,0.11337352900401405,0.1002216245169225,1.2460676276165505,0.0016578887114756862,0.6746486140334088,0.08834175505461517,0.1171816110610962,0.4171816110610962,2,3222,0.27206915616989136,0.6037924289703369,0.0699276253581047,0,0.001,3.26054310798645,0.1861303746700287,0.0982091948390007,0.1501130312681198,0.27206915616989136,0.34824278950691223,0.47790345549583435,0.5515819787979126,0.09615662693977356,0.3104921579360962,0.3993971645832062,0.492876797914505,0.08723985403776169,0.22681878507137299,0.23846398293972015,0.3521985411643982,0.14445579051971436
16,0.11281093598707863,0.099740005057791,1.2353664377461309,0.0018253377575488032,0.6990125438441401,0.06906556532118055,0.1399191737174988,0.4399191737174988,2,3222,0.3842993974685669,0.56825852394104,0.09892665594816208,0,0.001,3.216853618621826,0.2436409741640091,0.09901008754968643,0.15328891575336456,0.3842993974685669,0.29008010029792786,0.46078166365623474,0.5253604650497437,0.05356495827436447,0.2530154287815094,0.3836628198623657,0.4814184010028839,0.052372489124536514,0.2071208357810974,0.23636925220489502,0.36859849095344543,0.10258743911981583
17,0.10203752148410548,0.08905543710874475,1.226030505221823,0.0017701353277990838,0.7040786639503811,0.06334419985170718,0.15062944293022157,0.45062944293022156,2,3222,0.4386118948459625,0.5656673908233643,0.1219475269317627,0,0.001,3.2605643272399902,0.25027185678482056,0.10040005296468735,0.15824446082115173,0.4386118948459625,0.2569868862628937,0.4746517837047577,0.5216342806816101,0.044503819197416306,0.23213094472885132,0.3904978036880493,0.47689011693000793,0.041887324303388596,0.19543182849884033,0.24187485873699188,0.3653814494609833,0.09153378009796143
18,0.10222544521093369,0.08933748661176018,1.217247434284376,0.0013890874599936701,0.7015933083451312,0.07832208704065394,0.1170280694961548,0.4170280694961548,2,3222,0.33657944202423096,0.5459429621696472,0.10741417855024338,0,0.001,3.2620935440063477,0.25887081027030945,0.10366654396057129,0.1603403091430664,0.33657944202423096,0.28045353293418884,0.4770306348800659,0.5040978193283081,0.05288197845220566,0.2476288229227066,0.39400455355644226,0.45861899852752686,0.051438044756650925,0.1921497881412506,0.24597106873989105,0.3688160181045532,0.08776320517063141
19,0.09839175544355226,0.0855586878631426,1.2088873230892678,0.0016758979200739818,0.7274361097294352,0.06390237313729745,0.16191340684890748,0.46191340684890747,2,3222,0.4929264187812805,0.5277964472770691,0.09975575655698776,0,0.001,3.2706570625305176,0.2910785675048828,0.10103510320186615,0.1575998067855835,0.4929264187812805,0.27229031920433044,0.46267223358154297,0.5252586007118225,0.05848854407668114,0.23435194790363312,0.3833434283733368,0.46603500843048096,0.05387834087014198,0.18295808136463165,0.23629195988178253,0.3634336292743683,0.07853403687477112
20,0.09648104368344597,0.08371188685945842,1.2013499011164126,0.0017785006114180483,0.7378728467485179,0.05624841421621817,0.16107941865921022,0.4610794186592102,2,3222,0.4995979070663452,0.5189537405967712,0.0869884341955185,0,0.001,3.312046766281128,0.28286540508270264,0.10427368432283401,0.16207219660282135,0.4995979070663452,0.23507486283779144,0.4528680741786957,0.510834276676178,0.04610063508152962,0.20099039375782013,0.3824317753314972,0.46192729473114014,0.042729198932647705,0.16350774466991425,0.2374606728553772,0.3719581365585327,0.07195129245519638
21,0.0839211885695872,0.07127909475694531,1.1919090696003125,0.00048348993321111345,0.7181674812151038,0.04768684782805266,0.17175127267837526,0.47175127267837524,2,3222,0.5239189863204956,0.5774955749511719,0.0692213624715805,0,0.001,3.405392646789551,0.24205711483955383,0.10312613099813461,0.16102032363414764,0.5239189863204956,0.18747544288635254,0.47977322340011597,0.5242370367050171,0.04629594832658768,0.16670109331607819,0.3960331082344055,0.46808716654777527,0.04180499538779259,0.14410030841827393,0.24607136845588684,0.37076184153556824,0.06594672799110413
22,0.08131303897370463,0.06879935203039128,1.1803663969039917,0.0007086158363128324,0.7029365663943083,0.04702153862847222,0.17444969415664674,0.47444969415664673,2,3222,0.537804901599884,0.5651354193687439,0.09675700217485428,0,0.001,3.399310350418091,0.22084268927574158,0.10284805297851562,0.16437381505966187,0.537804901599884,0.17735636234283447,0.4867563247680664,0.5165266990661621,0.045914579182863235,0.15498735010623932,0.3970274329185486,0.4665912985801697,0.041553668677806854,0.1395663470029831,0.24331410229206085,0.3768758773803711,0.06579038500785828
23,0.07858856573053029,0.06617544882971307,1.1700924583103345,0.0006344195799497159,0.705847574316937,0.047664792661313654,0.1667080342769623,0.4667080342769623,2,3222,0.5146023631095886,0.5480056405067444,0.09970396757125854,0,0.001,3.4054172039031982,0.23374627530574799,0.10520916432142258,0.16507059335708618,0.5146023631095886,0.1674567312002182,0.4705970585346222,0.5067545771598816,0.034525878727436066,0.1438375860452652,0.39339137077331543,0.4623696506023407,0.03323754295706749,0.13651204109191895,0.24370639026165009,0.3831055164337158,0.05797986686229706
24,0.07449020250983861,0.06216781537817872,1.1610781887303228,0.00048156710703472567,0.7067897941755212,0.04785123697916667,0.17700709104537965,0.47700709104537964,2,3222,0.5507059097290039,0.555143415927887,0.10266076773405075,0,0.001,3.381591320037842,0.22537198662757874,0.10418028384447098,0.16965924203395844,0.5507059097290039,0.14518409967422485,0.48877379298210144,0.5082032680511475,0.04413370415568352,0.12694907188415527,0.39880117774009705,0.46420910954475403,0.04104429855942726,0.13851594924926758,0.24488407373428345,0.38491013646125793,0.0634617879986763
25,0.07332439234723216,0.06109748975090359,1.1518166790837827,0.0004513166451310415,0.7042237235152203,0.040283608895761,0.18072230815887452,0.4807223081588745,2,3222,0.5718846917152405,0.5518885850906372,0.12039442360401154,0,0.001,3.2866971492767334,0.2274685949087143,0.10421855002641678,0.17316606640815735,0.5718846917152405,0.1400609165430069,0.4820806086063385,0.4974218010902405,0.04126971215009689,0.12226129323244095,0.39359259605407715,0.4630098044872284,0.0393892340362072,0.14516188204288483,0.24452464282512665,0.3905729055404663,0.06607994437217712
