epoch,train_total,train_recon,train_sup,train_sup_wave,train_sup_diff,train_sup_diff2,train_sup_freq,train_sup_e1,train_sup_e2,train_sup_e3,train_sup_e4,val_recon,val_sup,val_sup_e1,val_sup_e2,val_sup_e3,val_sup_e4,S,argmax_k,lr,sec,rho_e0,rho_e1,rho_e2,rho_e3
1,0.6079564133416051,0.2918193275513856,0.31613708708597266,0.12899454229551813,0.003742851079036684,0.005011461733374745,0.12020062914361125,0.5064808402372443,0.20534035271924475,0.34397034023119055,0.2087568355643231,0.10370003039154684,0.0908105089267095,0.24552507400512696,0.030811875661214193,0.055157446066538496,0.03174763997395833,0.12820930778980255,0.0,0.001,8.203428506851196,0.12820930778980255,0.04758957400918007,0.11374024301767349,0.10511823743581772
2,0.29868082119070966,0.14258564134006915,0.15609518276608508,0.0745353251695633,0.0016311971956621046,0.0008288485671231604,0.0608056636284227,0.321608146895533,0.04976451170185338,0.18914622003617493,0.06386186085317445,0.06437264321476309,0.08175392786661784,0.230217498143514,0.0221650505065918,0.05093556722005208,0.023697595596313476,0.2816869914531708,0.0,0.001,7.709895372390747,0.2816869914531708,0.06383722275495529,0.16704906523227692,0.1968207210302353
3,0.23530616384485495,0.09367398820493532,0.14163217466810477,0.06193869658138441,0.001593869523671658,0.0008318597152221786,0.046190966568563294,0.27503009658792743,0.046063125133514404,0.1857668478851733,0.05966862015750097,0.046612721671045354,0.07405443608760834,0.20175486882527668,0.021651195685068767,0.049551454385121665,0.023260225454966227,,,0.001,7.668123006820679,,,,
4,0.1992773782947789,0.07005509798941405,0.12922228224899457,0.05403182525997576,0.0015038091324917648,0.0008346864209591371,0.03800536222431971,0.23212177921896396,0.043916893718035324,0.18396509211996329,0.05688535956584889,0.043620670284845134,0.06672732333342235,0.17809731165568035,0.019834357102711996,0.048495864073435466,0.02048176050186157,0.55943763256073,0.0,0.001,7.726818084716797,0.55943763256073,0.07252884656190872,0.19602344930171967,0.21090759336948395
5,0.17875055709610815,0.05863291316706201,0.12011764360510785,0.050874323300693344,0.001384866363166467,0.0008378806372132639,0.03550093013631261,0.1972687717365182,0.043814938029517296,0.18431683338206747,0.05507003094839013,0.02815538389492879,0.05563653518756231,0.1364937973022461,0.018480698664983114,0.047834588686625164,0.019737056096394857,,,0.001,7.959388494491577,,,,
6,0.15439808563045834,0.045241588483686035,0.10915649552708087,0.046717497317687325,0.0012487799597337194,0.0008295279315105923,0.03107872014136418,0.15731549846089404,0.042527094645344696,0.18293990065222202,0.05384348397669585,0.019874857224546,0.04770739545424779,0.09905341784159342,0.02009349505106608,0.049579432805379235,0.022103236118952433,0.801051676273346,0.0,0.001,8.057273149490356,0.801051676273346,0.07205116748809814,0.18470321595668793,0.20647558569908142
7,0.14342547564402872,0.04027406595971273,0.10315140952234683,0.04476899799445401,0.0011676482491843078,0.000814018725498539,0.029989251947921257,0.1344373754185179,0.04239659691634386,0.18288231543872668,0.052889349991860596,0.018071828071346677,0.04104921400547027,0.08043463865915934,0.0174526842435201,0.047486204306284585,0.018823328812917074,,,0.001,7.767228603363037,,,,
8,0.1356535845476648,0.036916411279336266,0.09873717181060625,0.04285383143502733,0.001117666791010972,0.0008014777331086605,0.028691659074114716,0.11997590181620224,0.041328575300133744,0.18221702588641125,0.05142718100029489,0.017163695838950728,0.04036159565051396,0.07779756387074789,0.017757495244344074,0.04731255054473877,0.01857877294222514,0.8560388684272766,0.0,0.001,7.713460683822632,0.8560388684272766,0.07467620074748993,0.1845775842666626,0.194462850689888
9,0.13825279927772025,0.03935403579279133,0.09889876291803691,0.04343779498468275,0.0011092193510747798,0.000796749400805034,0.02929726753221906,0.11991388156362202,0.041814435435378036,0.18248946899953095,0.05137726664543152,0.014743912283298188,0.038725415468215944,0.07159794966379801,0.017790474096934,0.04729884624481201,0.018214391867319744,,,0.001,7.610872983932495,,,,
10,0.12524286106876706,0.0308832495432833,0.09435961201139119,0.04059797071892282,0.0010752328089438379,0.0007928458356258014,0.026750024327117462,0.10435707122087479,0.040890174553446144,0.18247228018615558,0.04971891933161279,0.01301820220497154,0.03760000218947728,0.06690950791041056,0.017975309292475383,0.04731942971547445,0.018195761839548748,0.873226523399353,0.0,0.001,7.670202970504761,0.873226523399353,0.0650903657078743,0.16735117137432098,0.18216653168201447
11,0.12246351527131122,0.030061139522687248,0.0924023762345314,0.039616199939147285,0.0010557235117353823,0.0007859608133161521,0.02621295448878537,0.09913138202998949,0.04046168793802676,0.1814153790473938,0.04860105527483899,0.011333670151972139,0.036410197019577026,0.06450279076894125,0.017012566725413004,0.04696102460225423,0.017164405981699625,,,0.001,7.641782522201538,,,,
12,0.11770595545354097,0.027130606219820354,0.09057534971962804,0.03873003387580747,0.001036906354230545,0.0007805142389691395,0.025320456403753033,0.0935031603211942,0.040315497018720794,0.18055023641689963,0.04793250576957413,0.011074665936045239,0.03566035131613413,0.0622497288386027,0.01686889926592509,0.04685554504394531,0.016667232116063437,0.8911665678024292,0.0,0.001,7.699653625488281,0.8911665678024292,0.062096331268548965,0.15341895818710327,0.15592533349990845
