에폭,clean_최대_인코더,clean_|r|,그_인코더_bw,그_인코더_ma,그_인코더_em,잡음_최대,clean_기여%,그_인코더_잡음기여합%,잡음_최대_인코더,R2_clean%
48,enc4,0.6414416954572337,0.07351607266097984,0.0632349902202757,0.0642987189224937,0.07351607266097984,42.94505874360961,0.8999415429320676,enc3/enc3/enc3,55.8051775083101
88,enc4,0.6514173837215433,0.07146042957178449,0.06182909800753991,0.06381917441552261,0.07146042957178449,43.72540707584623,0.8939138727343514,enc3/enc3/enc3,56.115242172130166
