분절,record_id,seg_idx,인코더,참조,rho
17,100,17,enc3,ma,0.6057184352421632
17,100,17,enc3,em,0.3953043478604583
17,100,17,enc4,x_clean,0.5485318068659267
17,100,17,enc4,bw,-0.1777134017785206
17,100,17,enc4,ma,-0.04630876998054147
17,100,17,enc4,em,-0.10028913119938358
17,100,17,enc5,x_clean,0.12619272739834772
17,100,17,enc5,bw,-0.3204274045635122
17,100,17,enc5,ma,-0.4448170882924051
17,100,17,enc5,em,-0.04693821895186232
17,100,17,enc6,x_clean,0.1020360826091137
17,100,17,enc6,bw,0.019690245213263017
17,100,17,enc6,ma,0.4102018850548806
17,100,17,enc6,em,-0.32910083391308553
17,100,17,enc7,x_clean,0.09483105746174077
17,100,17,enc7,bw,0.2648298127444188
17,100,17,enc7,ma,-0.09592083905614708
17,100,17,enc7,em,0.26509657658906316
17,100,17,enc8,x_clean,0.04887991187848126
17,100,17,enc8,bw,0.058154445326858116
17,100,17,enc8,ma,0.16523026746176456
17,100,17,enc8,em,0.5720908780257201
18,100,18,enc1,x_clean,0.06997243720879379
18,100,18,enc1,bw,-0.08205330215454452
18,100,18,enc1,ma,0.3166985974129338
18,100,18,enc1,em,0.46827436389353927
18,100,18,enc2,x_clean,0.1136112445696683
18,100,18,enc2,bw,0.5261666483749972
18,100,18,enc2,ma,0.10558861922868322
18,100,18,enc2,em,0.15986451386686257
18,100,18,enc3,x_clean,0.11116589130040788
18,100,18,enc3,bw,0.27952208883403973
18,100,18,enc3,ma,0.5363720562443995
18,100,18,enc3,em,0.415541226151645
18,100,18,enc4,x_clean,0.6309251579757144
18,100,18,enc4,bw,-0.16451491074189392
18,100,18,enc4,ma,0.12785723635347224
18,100,18,enc4,em,0.08298365700164054
18,100,18,enc5,x_clean,0.02599609592090681
18,100,18,enc5,bw,-0.46132781706043313
18,100,18,enc5,ma,-0.04729411152833136
18,100,18,enc5,em,0.07485745170269577
18,100,18,enc6,x_clean,0.03291782558238666
18,100,18,enc6,bw,-0.14814431773622075
18,100,18,enc6,ma,0.20685012410132508
18,100,18,enc6,em,0.4325395474200962
18,100,18,enc7,x_clean,0.05416584016891773
18,100,18,enc7,bw,0.4869485974469276
18,100,18,enc7,ma,0.44600171585095455
18,100,18,enc7,em,0.25388627689239773
18,100,18,enc8,x_clean,0.06951762673360269
18,100,18,enc8,bw,0.5801894756218331
18,100,18,enc8,ma,-0.05461422723729459
18,100,18,enc8,em,0.061036017406389496
19,100,19,enc1,x_clean,0.01675355853003118
19,100,19,enc1,bw,-0.4798180063400072
19,100,19,enc1,ma,0.10076027563213236
19,100,19,enc1,em,0.04238413228445517
