epoch,train_total,train_recon,train_mixing,train_zero_recon,train_z_l2,val_recon,S,argmax_k,lr,sec,rho_e0,rho_e1,rho_e2,rho_e3,rho_e4,rho_e5,rho_e6,rho_e7
79,0.041692741863105606,0.027860239310109097,1.3111580869425898,0.00010071419123762652,0.7199145840561908,0.01742679617140028,,,0.0001,3.409346103668213,,,,,,,,
80,0.041150285821893944,0.027344799398080162,1.3084723068320232,0.00014674617958244988,0.7192956597908683,0.017500019285413955,0.6520670652389526,3.0,0.0001,3.5180368423461914,0.10371995717287064,0.045458849519491196,0.060088273137807846,0.6520670652389526,0.05059085413813591,0.05887371674180031,0.04651251435279846,0.14132635295391083
81,0.042329153450934784,0.028542345713662064,1.3067452648411626,0.00013305772597010693,0.7180247669634612,0.01830349434746636,,,0.0001,3.4569194316864014,,,,,,,,
82,0.0416779147218103,0.02791562838398892,1.3043358274128125,0.00011357220722382645,0.7177925965060359,0.017520794550577798,0.6379308700561523,3.0,0.0001,3.541966438293457,0.10348042100667953,0.04381902515888214,0.05865435674786568,0.6379308700561523,0.05154893174767494,0.05797132849693298,0.04607182368636131,0.13469626009464264
83,0.04102633780111437,0.02729348344323428,1.3014412600061167,0.0001490466032840271,0.716950976330301,0.01771102884080675,,,0.0001,3.3942017555236816,,,,,,,,
84,0.041463751507842025,0.027752599719425907,1.2993470274883767,0.000200866000934342,0.7156731797301251,0.017830843183729385,0.6502980589866638,3.0,0.0001,3.5737922191619873,0.09900075942277908,0.047856494784355164,0.05967332795262337,0.6502980589866638,0.04948178678750992,0.05851797014474869,0.0517892986536026,0.13547749817371368
85,0.0410548105188038,0.02736870013177395,1.2970166724661123,0.00015285849013193712,0.7144154880357825,0.01773956871032715,,,0.0001,3.3953723907470703,,,,,,,,
86,0.04091842116221138,0.027260551796011303,1.2943930729575779,9.726357023717593e-05,0.7129663565884465,0.017104871537950303,0.6451951861381531,3.0,0.0001,3.5010783672332764,0.10573737323284149,0.045932117849588394,0.059759415686130524,0.6451951861381531,0.04824242740869522,0.06079064682126045,0.05056421086192131,0.13497719168663025
87,0.040944829745137176,0.027312575879952183,1.291947753533073,9.935814064785676e-05,0.7117828415787738,0.017846103880140518,,,0.0001,3.3990890979766846,,,,,,,,
88,0.04140540358165036,0.027793301593350327,1.29004939224409,0.00010440487296917759,0.7105646003847537,0.01750110117594401,0.6641381978988647,3.0,0.0001,3.520725727081299,0.10140053927898407,0.045184604823589325,0.05845387652516365,0.6641381978988647,0.05207207426428795,0.05812087655067444,0.05002725496888161,0.1333596408367157
89,0.041068831701641495,0.02748128366859063,1.2876226020895916,0.00017859365439305648,0.7095364306284033,0.017501853730943467,,,0.0001,3.36519193649292,,,,,,,,
90,0.04068361174153245,0.02712242588724779,1.2850887879081394,0.0001068735342098238,0.7092293034429136,0.017815797170003256,0.6575804352760315,3.0,0.0001,3.4847469329833984,0.10081534087657928,0.04549649357795715,0.05865761637687683,0.6575804352760315,0.05098706856369972,0.058507051318883896,0.052317023277282715,0.13148300349712372
91,0.040500271579493645,0.026967224057601845,1.2823984571125195,0.00010111611671796392,0.7080523423526598,0.01734479120042589,,,0.0001,3.344637155532837,,,,,,,,
92,0.04029887444947077,0.026791776246998623,1.2799459540325662,9.627277398502211e-05,0.7066767915435459,0.01725233268737793,0.6515284180641174,3.0,0.0001,3.4736247062683105,0.10231237858533859,0.042842525988817215,0.060587167739868164,0.6515284180641174,0.04219835624098778,0.05979880318045616,0.048218175768852234,0.138082817196846
93,0.040693684440592064,0.027208119468844456,1.2779347170954165,0.00010053587396649401,0.7052123417025027,0.01769648594326443,,,0.0001,3.374863386154175,,,,,,,,
94,0.04043766613239828,0.026973435817205387,1.2758160207582556,0.00012257032959377798,0.7048451926397241,0.01718701977199978,0.6497003436088562,3.0,0.0001,3.5977120399475098,0.1030520647764206,0.046825673431158066,0.05941614508628845,0.6497003436088562,0.04418092593550682,0.06043733283877373,0.046136338263750076,0.13464494049549103
95,0.04038631689289342,0.026950879751340202,1.273165251897729,9.847897182107377e-05,0.7027993228124536,0.017168397267659504,,,0.0001,3.442495822906494,,,,,,,,
96,0.04025310034985128,0.02684347938908183,1.2705896367197451,0.00012184046974415769,0.7025067236112512,0.017379804611206053,0.6503802537918091,3.0,0.0001,3.526402473449707,0.10055532306432724,0.043974973261356354,0.06002477928996086,0.6503802537918091,0.045126017183065414,0.06081243231892586,0.049703966826200485,0.14303307235240936
97,0.04045872050135032,0.027070070171485775,1.2686355010322903,0.00012559493125477076,0.7010398144307344,0.018114299774169923,,,0.0001,3.417095422744751,,,,,,,,
98,0.0402582720246004,0.026893584462611572,1.2662471532821655,0.00015366979546936068,0.7006795613662057,0.017320777469211155,0.6488803625106812,3.0,0.0001,3.5244922637939453,0.10237152129411697,0.04466424137353897,0.06000514328479767,0.6488803625106812,0.050551287829875946,0.06018572300672531,0.04799200966954231,0.1369706392288208
99,0.03996137059901072,0.026625450862490612,1.263530819312386,0.00012467750069766265,0.6993651830631754,0.017489370981852215,,,0.0001,3.3646082878112793,,,,,,,,
100,0.04034050408264865,0.027025826032394947,1.2614334458890168,0.00017431497880075452,0.6985995821330858,0.018218961927625867,0.6500648260116577,3.0,1e-05,3.5219573974609375,0.10256381332874298,0.04732128977775574,0.06010428071022034,0.6500648260116577,0.0468466654419899,0.06253606081008911,0.052477382123470306,0.14368699491024017
101,0.03937753370922545,0.026086877221646515,1.2591501785361248,0.00010092702248822088,0.6981456538905269,0.017975184122721356,,,1e-05,3.3512818813323975,,,,,,,,
102,0.03935930489198021,0.02607910513229992,1.2581448244011921,7.107036008560301e-05,0.6980414753374846,0.016803390079074436,0.6494823098182678,3.0,1e-05,3.497976303100586,0.1024763435125351,0.04508178308606148,0.05995955318212509,0.6494823098182678,0.04949116334319115,0.06411423534154892,0.05186009779572487,0.1356644183397293
103,0.03946717698936877,0.026192788601569508,1.2575782174649446,7.110494429387315e-05,0.6978959648505502,0.017205371432834203,,,1e-05,3.4249067306518555,,,,,,,,
104,0.0392040623270947,0.02593452540104804,1.2571209876433662,7.200788272514373e-05,0.6976074861443561,0.017335630416870116,0.6488676071166992,3.0,1e-05,3.4977266788482666,0.09800586849451065,0.04507223516702652,0.059252869337797165,0.6488676071166992,0.044816821813583374,0.06104959920048714,0.051188621670007706,0.13313508033752441
105,0.03915086210421894,0.025885800790527592,1.2566742223242056,7.444942330830204e-05,0.6975750119789786,0.017245307710435656,,,1e-05,3.371525764465332,,,,,,,,
106,0.03934969720633134,0.026088518535961277,1.256308534870977,7.280725833919385e-05,0.6973656882410464,0.016973424699571398,0.6503080725669861,3.0,1e-05,3.6547958850860596,0.10049302875995636,0.04626019671559334,0.06021951138973236,0.6503080725669861,0.049433592706918716,0.05990097299218178,0.051610253751277924,0.13887283205986023
107,0.03945689259663872,0.026198334182086197,1.2560352087020874,7.603396554021974e-05,0.697445809841156,0.017952244652642144,,,1e-05,3.460202932357788,,,,,,,,
108,0.03915324515622595,0.02589761012274286,1.2557489250017249,7.569656799719466e-05,0.6973888511243074,0.01686003409491645,0.6484677791595459,3.0,1e-05,3.616915464401245,0.10570080578327179,0.04514510557055473,0.05958499386906624,0.6484677791595459,0.052670713514089584,0.06470027565956116,0.05537432059645653,0.13750828802585602
109,0.039028037501418075,0.02577594424719396,1.2554239863934724,7.600748358527198e-05,0.6970936085866846,0.016697546005249024,,,1e-05,3.4301021099090576,,,,,,,,
110,0.03908777641861335,0.02583899300383485,1.255105505818906,7.886284837023477e-05,0.6969399789105291,0.01706873745388455,0.6451970934867859,3.0,1e-05,3.621570587158203,0.09861264377832413,0.04343216121196747,0.05980672687292099,0.6451970934867859,0.04977117106318474,0.05939579755067825,0.0487501323223114,0.13463027775287628
111,0.039080537693656006,0.025835527026134987,1.2548006980315498,7.604436225095844e-05,0.6962436852247819,0.01719678921169705,,,1e-05,3.402794599533081,,,,,,,,
112,0.03914013812723367,0.02589707692032275,1.2545814669650535,7.897242271017446e-05,0.6964564427085544,0.017877122455173068,0.6421791911125183,3.0,1e-05,3.5379230976104736,0.10488332062959671,0.04393645375967026,0.059334609657526016,0.6421791911125183,0.045547083020210266,0.06398781388998032,0.04930957779288292,0.13535620272159576
113,0.039160847663879395,0.025919550705863083,1.2543967288473379,7.746783123128925e-05,0.6965551635493403,0.017394076029459634,,,1e-05,3.416128158569336,,,,,,,,
114,0.039074144933534706,0.025837766411511795,1.253966025684191,7.731978985248134e-05,0.695945143699646,0.016933575948079427,0.6508924961090088,3.0,1e-05,3.608128786087036,0.10643410682678223,0.04372121021151543,0.059259820729494095,0.6508924961090088,0.04620497673749924,0.0625392496585846,0.052290357649326324,0.13162542879581451
115,0.03913303529438765,0.025898260833776516,1.253761685412863,7.795887264048518e-05,0.6963776661002118,0.017109205881754557,,,1e-05,3.4088613986968994,,,,,,,,
116,0.039148120128590126,0.025915606757221016,1.253534918246062,7.602810016934477e-05,0.6964043197424515,0.016640755123562282,0.6487237811088562,3.0,1e-05,3.5208029747009277,0.10223314166069031,0.043717626482248306,0.05689140036702156,0.6487237811088562,0.04922167956829071,0.056512512266635895,0.049982670694589615,0.135542094707489
117,0.03942130846173867,0.026192104767846024,1.2532207395719446,7.806858522361954e-05,0.6962162800457167,0.01654303084479438,,,1e-05,3.4263241291046143,,,,,,,,
