epoch,train_total,train_recon,train_mixing,train_zero_recon,train_z_l2,val_recon,S,argmax_k,lr,sec,rho_e0,rho_e1,rho_e2,rho_e3,rho_e4,rho_e5,rho_e6,rho_e7
118,0.039134786828704506,0.025909440267993057,1.2528662992560344,7.531007798641677e-05,0.6959297890248506,0.018023784425523545,0.6462816596031189,3.0,1e-05,3.5973641872406006,0.09996143728494644,0.0463394932448864,0.05797092616558075,0.6462816596031189,0.04534994810819626,0.056849393993616104,0.050917427986860275,0.14137084782123566
119,0.03887722706017287,0.025653709455028824,1.252706512160923,7.616307582635352e-05,0.695691660694454,0.016691180335150824,,,1e-05,3.361090898513794,,,,,,,,
120,0.03899443603080252,0.02577564849153809,1.2522850243941597,7.756310420201929e-05,0.6951615862224413,0.01676470481024848,0.647820770740509,3.0,1e-05,3.5318915843963623,0.1007532998919487,0.04336870089173317,0.05990530550479889,0.647820770740509,0.04689979553222656,0.06088794767856598,0.04852956160902977,0.136713445186615
121,0.03888700238388518,0.02567032497862111,1.2520474972932234,7.49097282254218e-05,0.6954539133154828,0.016512530856662325,,,1e-05,3.3629088401794434,,,,,,,,
122,0.039254633790772896,0.026041861947463905,1.2517280319462651,7.776747952448204e-05,0.6947144917819811,0.017703400505913628,0.6449483633041382,3.0,1e-05,3.5794296264648438,0.10284321010112762,0.04568134620785713,0.06195895001292229,0.6449483633041382,0.04677993059158325,0.06397733092308044,0.05051778256893158,0.1345933973789215
123,0.038909374047880585,0.025698617586623066,1.2514761530834695,7.731888383758538e-05,0.69522239850915,0.017212725745307075,,,1e-05,3.371906042098999,,,,,,,,
124,0.038945637319398964,0.025737202199904816,1.2513358955797942,7.774537484890416e-05,0.6942983917568041,0.01694864951239692,0.6466129422187805,3.0,1e-05,3.554351806640625,0.10278210043907166,0.04318410903215408,0.05826771259307861,0.6466129422187805,0.05018944665789604,0.0555703341960907,0.05272451788187027,0.13853658735752106
125,0.03885747719070186,0.02565168718928876,1.2509900642477947,7.608891388846804e-05,0.6951285056445909,0.017291763093736437,,,1e-05,3.485511064529419,,,,,,,,
126,0.03913564153987428,0.025934903679982475,1.2505134966062463,7.606485988894154e-05,0.6948423981666565,0.017302296108669703,0.6471699476242065,3.0,1e-05,3.5906777381896973,0.10353437066078186,0.04352089762687683,0.05958250164985657,0.6471699476242065,0.04215744137763977,0.0649239718914032,0.04949050769209862,0.13554994761943817
127,0.03888105860222941,0.02568219569714173,1.2503159408983977,7.89358059789621e-05,0.6949144420416459,0.016873664644029406,,,1e-05,3.450836658477783,,,,,,,,
128,0.03899884045771931,0.02580416712747968,1.249959137128747,7.468937964522806e-05,0.6943350175152654,0.01694238747490777,0.6482664346694946,3.0,1e-05,3.505138635635376,0.10205116122961044,0.042931050062179565,0.058101095259189606,0.6482664346694946,0.04585258662700653,0.05619848519563675,0.05034841597080231,0.13620243966579437
129,0.038731614694647164,0.025540782705597256,1.249587541041167,7.648028163796128e-05,0.6941920492960059,0.016562424341837564,,,1e-05,3.3489606380462646,,,,,,,,
130,0.03906146793261818,0.02587395339556362,1.249282728070798,7.657437938336363e-05,0.6939214571662571,0.017702252282036677,0.6470656394958496,3.0,1e-05,3.572620391845703,0.10389216244220734,0.04048074781894684,0.05885588005185127,0.6470656394958496,0.04642445594072342,0.058052364736795425,0.05372823029756546,0.1384158879518509
131,0.03901452538759812,0.025829590128167816,1.2490383127461309,7.96870492353185e-05,0.6937554660050765,0.017002613067626952,,,1e-05,3.4763951301574707,,,,,,,,
132,0.03919365564766138,0.02601116652721944,1.2487886781277864,8.041496134272008e-05,0.6937983269276826,0.016618734359741212,0.6507887244224548,3.0,1e-05,3.6491594314575195,0.10911311954259872,0.04407507926225662,0.06005425751209259,0.6507887244224548,0.04819360747933388,0.06453990191221237,0.05102020502090454,0.1358015388250351
133,0.03898389086775158,0.025804561198405598,1.248536052911178,8.07937998932017e-05,0.6931612102881722,0.016592711978488498,,,1e-05,3.480346918106079,,,,,,,,
134,0.0388847216963768,0.025708675789444344,1.2481773366098818,7.256517520822261e-05,0.6935471244480299,0.01700256813897027,0.6511528491973877,3.0,1e-05,3.7336878776550293,0.10034658759832382,0.04455091431736946,0.06045703589916229,0.6511528491973877,0.044373031705617905,0.05793674662709236,0.054411374032497406,0.14316989481449127
135,0.03888698634893998,0.025715251169774845,1.2478123333143152,7.530634004227898e-05,0.6928582735683607,0.016902784135606554,,,1e-05,3.4485018253326416,,,,,,,,
136,0.03901097631972769,0.02584205017141674,1.2475772888764092,7.625048886478433e-05,0.6923906984536544,0.01729964213901096,0.6487603783607483,3.0,1e-05,3.6709494590759277,0.10247121006250381,0.04398958384990692,0.059732869267463684,0.6487603783607483,0.047548796981573105,0.0564856231212616,0.054123375564813614,0.13773825764656067
137,0.038866827021474426,0.02570060527195101,1.2472483386164126,7.409974236709431e-05,0.6929977613946666,0.017281163533528647,,,1e-05,3.447345495223999,,,,,,,,
138,0.03878767140533613,0.02562393474838008,1.246994832287664,8.98731750962527e-05,0.6928899158602175,0.017315244886610244,0.6465139389038086,3.0,1e-05,3.592885971069336,0.10929606854915619,0.046769287437200546,0.05949504300951958,0.6465139389038086,0.04245918616652489,0.06785327196121216,0.05269243195652962,0.1376061737537384
139,0.038900862893332604,0.025740203164193943,1.24669072939002,8.377435005968437e-05,0.6929148824318595,0.017157808515760632,,,1e-05,3.4689764976501465,,,,,,,,
140,0.03882729731824087,0.025669881588091022,1.246411012566608,7.708329528964975e-05,0.692535206027653,0.018271699905395507,0.6408787369728088,3.0,1e-05,3.58107852935791,0.10395023226737976,0.04444840922951698,0.05800636112689972,0.6408787369728088,0.04293910786509514,0.056251510977745056,0.05239887163043022,0.14065612852573395
141,0.038809219618206436,0.025655956695909084,1.2460203481757122,7.682613226200414e-05,0.6922923559727876,0.017111564424302842,,,1e-05,3.4964468479156494,,,,,,,,
142,0.03879048383754233,0.025640230220944984,1.2457394548084424,7.90239377554668e-05,0.6920689163000687,0.01664796913994683,0.6501911878585815,3.0,1e-05,3.6197381019592285,0.10061491280794144,0.042452841997146606,0.05783097818493843,0.6501911878585815,0.04406939446926117,0.05680631101131439,0.052538249641656876,0.13439056277275085
143,0.03923748887103537,0.026090832346159477,1.2454047099403713,7.495594289376523e-05,0.6918599916541058,0.018058311038547093,,,1e-05,3.4970409870147705,,,,,,,,
144,0.03887613328254741,0.025733312672894935,1.245040494462718,7.474879384972155e-05,0.6916683938192285,0.016725933074951172,0.649946928024292,3.0,1e-05,3.6337811946868896,0.10554960370063782,0.04619719460606575,0.05801263824105263,0.649946928024292,0.046612922102212906,0.057482920587062836,0.05171665549278259,0.1404111385345459
145,0.03918325755259265,0.02604126954532188,1.244923042214435,8.393025073809954e-05,0.6919188240300054,0.020170086330837673,,,1e-05,3.373082160949707,,,,,,,,
146,0.039021059546781624,0.02588357776403427,1.2444960449052893,7.608704175293931e-05,0.6917620042096013,0.016553888956705728,0.6484524011611938,3.0,1e-05,3.5229134559631348,0.10955792665481567,0.04471023753285408,0.05910888686776161,0.6484524011611938,0.04357856139540672,0.0636826902627945,0.052139762789011,0.14007067680358887
147,0.03876350026415742,0.025629658980861954,1.2441782899524854,7.359167711515708e-05,0.691322808680327,0.016898293813069662,,,1e-05,3.4115235805511475,,,,,,,,
148,0.03877902063338653,0.025646337834389313,1.24402640176856,7.46036986010554e-05,0.6916728252949922,0.017193872027926976,0.6502702832221985,3.0,1e-05,3.48814058303833,0.10287530720233917,0.04523451626300812,0.05968906730413437,0.6502702832221985,0.044012650847435,0.06490182131528854,0.04983529821038246,0.13705216348171234
149,0.03887116504104241,0.025743695866802464,1.2435819791710896,7.278197122302473e-05,0.6909220400063888,0.016731574800279404,,,1e-05,3.476353645324707,,,,,,,,
150,0.03901715090741282,0.025893775989180027,1.2431920870490696,7.429353370199628e-05,0.6907115138095358,0.017633157518174913,0.6491658091545105,3.0,1.0000000000000002e-06,3.5791523456573486,0.10120547562837601,0.044431474059820175,0.06016461178660393,0.6491658091545105,0.04418620467185974,0.05777118727564812,0.05121235549449921,0.14446759223937988
151,0.03894486035341802,0.025823347108519596,1.2429750172988228,7.613019102870527e-05,0.691002140874448,0.01707013087802463,,,1.0000000000000002e-06,3.427316665649414,,,,,,,,
