run,dx_resid_clean,dx_resid_bw,dx_resid_ma,dx_resid_em,dx_rpeak_ratio
K4_seed42,0.3786900051587737,0.038916379417320394,0.08489144966401958,0.1438629889602876,0.8252843704096566
SV1_K4_seed42,0.5538196760172573,0.05835882986426452,0.060471525796182354,0.14561126236497873,0.6067992420062798
