run,epoch,keep_full,keep_band,rmse_to_noisy,rmse_to_clean,denoise_ok_frac,pass_keep,pass_denoise,PASS
K4_seed42,48,0.814415341412684,0.48712867495193946,0.11619828197308872,0.22558128239422504,1.0,False,True,False
SV1_K4_seed42,47,0.681179788776471,0.09249450030814882,0.16962463643592385,0.26073815319895743,0.9966666666666667,False,True,False
