에폭,val_recon(학습기록),S(학습기록),보존율_전대역,5-15Hz,15-25Hz,25-40Hz,40-60Hz*,60-90Hz*,꺾임_0.7,꺾임_0.5,기울기_입력,기울기_재구성,기울기차,RMSE_대_noisy,RMSE_대_clean,디노이징지수_충족비,R피크_진폭비,잔차_clean,잔차_bw,잔차_ma,잔차_em
48,0.02050089645385742,0.6782121658325195,0.9122879214737936,1.0203292025575457,0.5849584716086932,0.1724243271562021,0.03251319628108705,0.08640075219021866,17.2265625,21.09375,-3.6797657522200815,-6.558770451370899,-2.8790046991508174,0.15735717322779535,0.2855773519553803,1.0,0.921039807141546,0.23007235274234666,0.04524580944485908,0.08376188971004034,0.15005924628406986
88,0.01750110117594401,0.6641381978988647,0.873750190300534,0.9308075388110235,0.5379592193431795,0.21233791742962171,0.04358956396744435,0.08007485228477437,15.1171875,20.390625,-3.6797657522200815,-6.2114713432437725,-2.531705591023691,0.14373696383664986,0.25611347668103857,1.0,0.890874678874422,0.2546512532241689,0.05951207311385223,0.13698693861804323,0.19591712391640237
