run,epoch,split,n_seg,보존율_전대역,5-15Hz,15-25Hz,25-40Hz,40-60Hz*,60-90Hz*,꺾임_0.7Hz,꺾임_0.5Hz,기울기_입력,기울기_재구성,기울기차,R피크_진폭비
K8_seed42,48,val,900,0.9122879214737936,1.0203292025575457,0.5849584716086932,0.1724243271562021,0.03251319628108705,0.08640075219021866,17.2265625,21.09375,-3.6797657522200815,-6.558770451370899,-2.8790046991508174,0.921039807141546
