epoch,train_total,train_recon,train_mixing,train_zero_recon,train_z_l2,val_recon,val_separation,max_pair_corr,min_energy_ratio,n_dead,lr,sec,corr_e0_x_clean,corr_e1_x_clean,corr_e2_x_clean,corr_e3_x_clean,corr_e4_x_clean,corr_e5_x_clean,corr_e6_x_clean,corr_e7_x_clean,corr_e0_bw,corr_e1_bw,corr_e2_bw,corr_e3_bw,corr_e4_bw,corr_e5_bw,corr_e6_bw,corr_e7_bw,corr_e0_ma,corr_e1_ma,corr_e2_ma,corr_e3_ma,corr_e4_ma,corr_e5_ma,corr_e6_ma,corr_e7_ma,corr_e0_em,corr_e1_em,corr_e2_em,corr_e3_em,corr_e4_em,corr_e5_em,corr_e6_em,corr_e7_em
35,0.05123657717005066,0.04623587737264841,3.354656406070875,0.0002459419354082733,0.16435837486515875,0.044187615853768805,0.35965776443481445,0.35570234060287476,0.006601620931178331,1,0.001,4.377411365509033,0.43801864981651306,0.08447802811861038,0.11406844854354858,0.19683405756950378,0.07566747814416885,0.1267620325088501,0.07515769451856613,0.11270498484373093,0.04377884790301323,0.34956634044647217,0.4207654595375061,0.13948290050029755,0.21152088046073914,0.29022085666656494,0.38077521324157715,0.3858145773410797,0.03656848520040512,0.31357309222221375,0.3855867385864258,0.1216810792684555,0.17813287675380707,0.24270029366016388,0.29891642928123474,0.32118523120880127,0.03803938254714012,0.1905204951763153,0.21874874830245972,0.17600683867931366,0.12301919609308243,0.27262112498283386,0.19187946617603302,0.21689929068088531
36,0.05475063719179319,0.04977944282733876,3.3525295568549116,0.0003419698477955535,0.1615245018316352,0.04070638585973669,0.359517365694046,0.3918534219264984,0.01246450562030077,0,0.001,4.356871128082275,0.323824018239975,0.08557268977165222,0.11357223242521286,0.19627512991428375,0.0824275091290474,0.12210976332426071,0.07445887476205826,0.10978258401155472,0.04727663844823837,0.35052400827407837,0.42949849367141724,0.17732778191566467,0.2653672397136688,0.32873889803886414,0.38113802671432495,0.4010656476020813,0.041519004851579666,0.3160857558250427,0.385773241519928,0.15205468237400055,0.22270090878009796,0.2761704623699188,0.2864716947078705,0.3371732532978058,0.04410729557275772,0.1906273514032364,0.22002370655536652,0.2005944848060608,0.14299516379833221,0.26328036189079285,0.18917568027973175,0.217958465218544
37,0.05113341805079709,0.046143653438143105,3.351655327755472,0.00033963445710706645,0.1634712445995082,0.04295127190483941,0.35960444808006287,0.3073832094669342,0.010788971558213234,0,0.001,4.348534107208252,0.4125348627567291,0.07916903495788574,0.11471963673830032,0.1919618546962738,0.07251019775867462,0.1255359947681427,0.06861887872219086,0.10374708473682404,0.04663785547018051,0.3057514727115631,0.42902567982673645,0.1560443490743637,0.23801876604557037,0.2784804701805115,0.36124685406684875,0.35660216212272644,0.039607904851436615,0.28134626150131226,0.3868856728076935,0.13237370550632477,0.2060776650905609,0.2322906255722046,0.26801466941833496,0.3043266236782074,0.040341734886169434,0.17063483595848083,0.22032736241817474,0.17872366309165955,0.13338753581047058,0.26290199160575867,0.17994120717048645,0.20918826758861542
38,0.04926762875655423,0.044305797666311264,3.348848073378853,0.00023308058924790797,0.1610652065795401,0.03932045774106626,0.35936224460601807,0.3728598356246948,0.02008967660367489,0,0.001,4.418050765991211,0.33737486600875854,0.08253239095211029,0.11214311420917511,0.18167167901992798,0.08976282924413681,0.12327602505683899,0.07689218968153,0.11347000300884247,0.03918681666254997,0.3292865753173828,0.4306039810180664,0.1560707539319992,0.2639848291873932,0.32208487391471863,0.4004986584186554,0.39476412534713745,0.035478465259075165,0.29960572719573975,0.3854239583015442,0.13305863738059998,0.22372880578041077,0.26619014143943787,0.29228806495666504,0.32640767097473145,0.03936846926808357,0.1839982122182846,0.21800974011421204,0.17985890805721283,0.14324073493480682,0.2620587944984436,0.19954165816307068,0.21724730730056763
39,0.04842916373973307,0.04350796487668286,3.344593670057214,0.0001963946418507713,0.15746412134688834,0.03515198206018519,0.35275816917419434,0.3113883137702942,0.010870306752622128,0,0.001,4.326635837554932,0.365163654088974,0.0770510658621788,0.1116226390004158,0.19552205502986908,0.0826508104801178,0.12311641126871109,0.06904381513595581,0.10697445273399353,0.04806770384311676,0.3099537789821625,0.4263286590576172,0.17176365852355957,0.2821741998195648,0.3090789318084717,0.3627155125141144,0.3728191554546356,0.041537195444107056,0.2824973464012146,0.3769787847995758,0.1455504298210144,0.23838992416858673,0.25587180256843567,0.26291584968566895,0.30462944507598877,0.04304733872413635,0.18272903561592102,0.21921758353710175,0.1911257654428482,0.1485878974199295,0.2549670338630676,0.18169362843036652,0.20986422896385193
40,0.0472315632454727,0.0423400913891585,3.340206052946008,0.0002315492956372707,0.1548949713292329,0.03745462036132813,0.3457462787628174,0.37027430534362793,0.0077536460012197495,1,0.001,4.2955451011657715,0.39736685156822205,0.08389447629451752,0.102898508310318,0.20665791630744934,0.07987925410270691,0.12341012060642242,0.0724656879901886,0.11394739896059036,0.044713858515024185,0.32847294211387634,0.42366620898246765,0.1854468584060669,0.2534932792186737,0.31766051054000854,0.38121864199638367,0.38514184951782227,0.03832583874464035,0.30458495020866394,0.36048489809036255,0.1560477912425995,0.21688933670520782,0.2686236798763275,0.28436535596847534,0.31579411029815674,0.040452394634485245,0.18551889061927795,0.2150442898273468,0.19360536336898804,0.14891967177391052,0.2530877888202667,0.19011813402175903,0.2122688740491867
41,0.04676933473219042,0.04189491401547971,3.336154046265975,0.00022045584710608438,0.15360620617866516,0.03724785077130353,0.3573895990848541,0.3246583938598633,0.00943371094763279,1,0.001,4.3177649974823,0.4140443205833435,0.08076249063014984,0.11269807815551758,0.20214484632015228,0.08455318212509155,0.12626053392887115,0.07019670307636261,0.10686792433261871,0.0467342883348465,0.3191725015640259,0.42750006914138794,0.1528823971748352,0.2333238273859024,0.2788747549057007,0.3727028965950012,0.37505799531936646,0.039970532059669495,0.2903221845626831,0.38941264152526855,0.12783463299274445,0.19878587126731873,0.23420840501785278,0.27402907609939575,0.31741777062416077,0.03909958899021149,0.17835889756679535,0.2269168645143509,0.18242189288139343,0.13430166244506836,0.2552560865879059,0.1896163374185562,0.21302931010723114
42,0.05067358392736186,0.0458099098633165,3.332345610079558,0.00019450154175738925,0.15293829790923907,0.04258883666992187,0.35361552238464355,0.31780382990837097,0.020109590142965317,0,0.001,4.356879472732544,0.3295907974243164,0.07861598581075668,0.11239532381296158,0.19772261381149292,0.08098652958869934,0.1248333603143692,0.07055632025003433,0.10958614945411682,0.047317709773778915,0.320597767829895,0.4274922013282776,0.17855128645896912,0.28448519110679626,0.2927418351173401,0.358304500579834,0.36719846725463867,0.04017425701022148,0.28515467047691345,0.38238102197647095,0.15040738880634308,0.24213369190692902,0.24393221735954285,0.26743054389953613,0.3017931878566742,0.04153989255428314,0.18032626807689667,0.222969651222229,0.19266808032989502,0.15275655686855316,0.25097328424453735,0.18332646787166595,0.20954571664333344
43,0.05141483085310977,0.04657703654273697,3.328893671865049,0.0001674276905048274,0.15072261704050977,0.04044409631799768,0.3548085689544678,0.31341248750686646,0.009441206231713295,2,0.001,4.359574794769287,0.37038254737854004,0.0794886127114296,0.1132814958691597,0.19491355121135712,0.07227299362421036,0.1268330067396164,0.0668162852525711,0.11110088229179382,0.05414031073451042,0.3252817392349243,0.4292604625225067,0.17535005509853363,0.2184794545173645,0.27966758608818054,0.3160800039768219,0.3773175776004791,0.04540355131030083,0.28616347908973694,0.386435866355896,0.1468607634305954,0.18425801396369934,0.23067663609981537,0.23718197643756866,0.3098556101322174,0.0457737110555172,0.17782200872898102,0.22500023245811462,0.18577110767364502,0.13212741911411285,0.24872934818267822,0.16905911266803741,0.21016664803028107
44,0.04690932320511859,0.04207601155275884,3.325289995773979,0.00020039920681206834,0.15060175436994303,0.03703628992151331,0.36082014441490173,0.4057202935218811,0.017284350469708443,0,0.001,4.305391311645508,0.3456588089466095,0.08344153314828873,0.11048898845911026,0.21195611357688904,0.08476917445659637,0.12647347152233124,0.0798187106847763,0.1085171326994896,0.044228874146938324,0.3623073995113373,0.4335564970970154,0.15441983938217163,0.28443053364753723,0.2938242256641388,0.41398757696151733,0.38850322365760803,0.03815305978059769,0.31100866198539734,0.3793671727180481,0.13473466038703918,0.2448180913925171,0.24812930822372437,0.322383314371109,0.3214927017688751,0.04294757544994354,0.18764854967594147,0.22160695493221283,0.2002166509628296,0.15758559107780457,0.26953670382499695,0.2037496715784073,0.21270693838596344
45,0.04555227251156517,0.0407219687881677,3.3218932359114937,0.00023975527817484638,0.15060127688490826,0.03871413732458044,0.35495802760124207,0.3276025056838989,0.008225420489907265,1,0.001,4.293533802032471,0.3968859910964966,0.07403074204921722,0.11325853317975998,0.1996137797832489,0.07490719109773636,0.12713342905044556,0.0677291750907898,0.11012660712003708,0.0439470037817955,0.30187055468559265,0.4290258586406708,0.18062441051006317,0.22850579023361206,0.2981964647769928,0.29832613468170166,0.35924145579338074,0.03797996789216995,0.269199937582016,0.38281506299972534,0.15220412611961365,0.19857153296470642,0.24832263588905334,0.2224394530057907,0.29818469285964966,0.04017502814531326,0.17203275859355927,0.22147169709205627,0.18932008743286133,0.1401563137769699,0.2530331611633301,0.1618097424507141,0.20879597961902618
46,0.04395337629577388,0.03912734612822533,3.3187329976455024,0.0003598401937937445,0.15036991756895315,0.03338680804217303,0.35006093978881836,0.3153569996356964,0.008531276136636734,1,0.001,4.448896169662476,0.3962027430534363,0.07810229808092117,0.11004294455051422,0.19935068488121033,0.08097101747989655,0.12378285825252533,0.06827693432569504,0.10883086919784546,0.04587896540760994,0.31801319122314453,0.4238530695438385,0.1723024845123291,0.2504101097583771,0.27402204275131226,0.30601751804351807,0.3650455176830292,0.03962954133749008,0.28188470005989075,0.37838417291641235,0.14368699491024017,0.21703940629959106,0.23523658514022827,0.2326020449399948,0.3027345836162567,0.04086223989725113,0.17756153643131256,0.22115539014339447,0.18399210274219513,0.1455611139535904,0.24794548749923706,0.1626194715499878,0.20315971970558167
47,0.04283234250286351,0.03804350482380908,3.3141457101573115,0.0002564489930038057,0.14721275088579758,0.0351250649911386,0.35868704319000244,0.3651965260505676,0.013658287934958935,0,0.001,4.644520044326782,0.4105302393436432,0.07841330021619797,0.1139916479587555,0.20159368216991425,0.08064132928848267,0.12745773792266846,0.07002698630094528,0.11447789520025253,0.040483325719833374,0.3363472819328308,0.4363826513290405,0.17682106792926788,0.2553180158138275,0.2938104569911957,0.38070204854011536,0.368644118309021,0.03481265902519226,0.3006056845188141,0.3871626555919647,0.1480640172958374,0.2119167298078537,0.24863314628601074,0.27529609203338623,0.3029002249240875,0.039049554616212845,0.19025813043117523,0.22357486188411713,0.19010740518569946,0.14469163119792938,0.2525157928466797,0.1918318271636963,0.20822151005268097
48,0.04231003655687622,0.03754125292534414,3.309699753056402,0.00017050108062508315,0.14573794085046518,0.03429493600350839,0.360189288854599,0.3272402882575989,0.01979326829314232,0,0.001,4.661571502685547,0.39252233505249023,0.08007504045963287,0.1146535724401474,0.20589271187782288,0.09196963906288147,0.12339456379413605,0.07124148309230804,0.11508448421955109,0.0447077676653862,0.33635950088500977,0.43627414107322693,0.17215244472026825,0.2653493583202362,0.29629889130592346,0.36890849471092224,0.38526996970176697,0.03857212886214256,0.30151140689849854,0.3953380882740021,0.1443965584039688,0.23660831153392792,0.24850758910179138,0.2718602120876312,0.31670233607292175,0.04191457852721214,0.1926528960466385,0.22605623304843903,0.18773114681243896,0.1488932967185974,0.2489556223154068,0.18873906135559082,0.20849907398223877
49,0.04201635281028955,0.037276560521644096,3.304470580557118,0.00018229560373583809,0.1433498017165972,0.03528184113679109,0.34110379219055176,0.30273982882499695,0.012957253493368626,0,0.001,4.60250449180603,0.4064077138900757,0.08046447485685349,0.10873214900493622,0.18287749588489532,0.08349928259849548,0.12263549864292145,0.07236450165510178,0.10923995822668076,0.05067942291498184,0.2944377064704895,0.4223864674568176,0.19176824390888214,0.22629600763320923,0.25571972131729126,0.34749460220336914,0.3548240065574646,0.04391695186495781,0.28082892298698425,0.37411391735076904,0.16239449381828308,0.20748047530651093,0.21258239448070526,0.2615370452404022,0.2993631958961487,0.0436914823949337,0.17071567475795746,0.2225935310125351,0.18302524089813232,0.1333874762058258,0.22681105136871338,0.1793351024389267,0.204707071185112
50,0.042764800074307815,0.038017386813526566,3.299492193304974,0.00029636384810462755,0.1444957321104796,0.036817890873661746,0.3557482659816742,0.33049675822257996,0.010743471793830395,0,0.0001,4.6763529777526855,0.4460201561450958,0.07898564636707306,0.11069267988204956,0.19633015990257263,0.0853433832526207,0.12512940168380737,0.06979554146528244,0.11195088922977448,0.04030359908938408,0.332182914018631,0.4335409104824066,0.16352787613868713,0.26054897904396057,0.2835223376750946,0.33722853660583496,0.3509034812450409,0.03519870713353157,0.30036866664886475,0.3823658525943756,0.1383240967988968,0.2304273545742035,0.2409069538116455,0.2598487138748169,0.29514339566230774,0.03822184354066849,0.1816718578338623,0.2229672074317932,0.18845634162425995,0.14801983535289764,0.25133806467056274,0.17624402046203613,0.20180386304855347
51,0.03925752996102623,0.03450880377836849,3.2973039772199546,0.0003466340346241613,0.14479557651540506,0.03129577354148582,0.3444906175136566,0.34503450989723206,0.010770447552204132,0,0.0001,4.64081072807312,0.41827332973480225,0.07320309430360794,0.10724847763776779,0.19042451679706573,0.08353807032108307,0.12433505058288574,0.07298024743795395,0.1131054237484932,0.045142173767089844,0.3253505527973175,0.4273981750011444,0.18487131595611572,0.24718233942985535,0.2737695574760437,0.36745965480804443,0.3497375547885895,0.038067203015089035,0.2875222861766815,0.3678387403488159,0.15566422045230865,0.2177826464176178,0.22928473353385925,0.277677059173584,0.29269447922706604,0.04049749672412872,0.18152675032615662,0.22090855240821838,0.1839989572763443,0.14108116924762726,0.23823486268520355,0.18809610605239868,0.201429083943367
52,0.03586028030385142,0.031127837446072826,3.2957421385723613,0.00010035207631754811,0.1435697519260904,0.03178812323676215,0.3518052101135254,0.3220402002334595,0.012565335258841515,0,0.0001,4.636860370635986,0.43210554122924805,0.07440969347953796,0.10985090583562851,0.19071689248085022,0.08343254774808884,0.12691707909107208,0.07312674075365067,0.11397530138492584,0.04064991697669029,0.31016457080841064,0.43578314781188965,0.18548209965229034,0.24133624136447906,0.29855790734291077,0.3591337203979492,0.3658737540245056,0.035063210874795914,0.27514341473579407,0.377090185880661,0.1561206728219986,0.21445143222808838,0.24772313237190247,0.2699816823005676,0.3054831624031067,0.038020938634872437,0.17642928659915924,0.22289498150348663,0.1872253715991974,0.14222319424152374,0.24254225194454193,0.18485566973686218,0.2066725641489029
53,0.035405924948661224,0.03068945864620416,3.2942299324533213,8.32648090537354e-05,0.142140357390694,0.03021976273148148,0.3443734645843506,0.3642149269580841,0.01683548465371132,0,0.0001,4.733391523361206,0.4402365982532501,0.07355055212974548,0.10754264146089554,0.1859428882598877,0.08568276464939117,0.12354043126106262,0.07433844357728958,0.11418777704238892,0.03992854803800583,0.32846784591674805,0.4310756325721741,0.1937893033027649,0.25554853677749634,0.2872255742549896,0.37545180320739746,0.3652820587158203,0.03413238376379013,0.2870083153247833,0.3695244789123535,0.1639234572649002,0.2223997712135315,0.23525159060955048,0.27374935150146484,0.3041752874851227,0.03716706484556198,0.18018513917922974,0.22128082811832428,0.18341633677482605,0.14851874113082886,0.23252034187316895,0.19282947480678558,0.20619046688079834
54,0.035172096737053085,0.030466942116618156,3.2928513651308804,7.926025990973753e-05,0.1411510505106138,0.030930714359989873,0.34380319714546204,0.35500651597976685,0.018443170934915543,0,0.0001,4.539652585983276,0.4253655970096588,0.07640806585550308,0.10649580508470535,0.1933390498161316,0.08710052818059921,0.12376397848129272,0.07356414943933487,0.11509674042463303,0.04486597329378128,0.3370710015296936,0.4284271001815796,0.18775130808353424,0.2662947177886963,0.3018685579299927,0.3654707968235016,0.36191147565841675,0.038016315549612045,0.294034481048584,0.36588722467422485,0.1615196019411087,0.24134725332260132,0.2478255182504654,0.26756924390792847,0.30426254868507385,0.039829641580581665,0.1865350902080536,0.21947576105594635,0.18829800188541412,0.15294815599918365,0.23709525167942047,0.18680439889431,0.20600806176662445
55,0.035632731635933335,0.030939354034869568,3.2915540259817373,8.191227338418527e-05,0.14010047070358111,0.03168241769296152,0.345424622297287,0.32499250769615173,0.008540981449186802,1,0.0001,4.502723932266235,0.4304690957069397,0.07543914020061493,0.10778286308050156,0.19240842759609222,0.08603237569332123,0.1240750327706337,0.07170580327510834,0.11514867097139359,0.04308916628360748,0.3065134584903717,0.4299343526363373,0.17805638909339905,0.27349868416786194,0.28582829236984253,0.34036052227020264,0.3568432629108429,0.03724668547511101,0.2780818045139313,0.37362369894981384,0.15061751008033752,0.23637759685516357,0.23334428668022156,0.25409018993377686,0.3010391294956207,0.03916475176811218,0.17808149755001068,0.22267355024814606,0.18271473050117493,0.15401694178581238,0.23271580040454865,0.18061122298240662,0.20489664375782013
56,0.03508776385823022,0.030402086756151657,3.290311740792316,8.200693042928596e-05,0.13945448722528375,0.03144601496943721,0.34753093123435974,0.31577134132385254,0.014038685709238052,0,0.0001,4.535775661468506,0.44110679626464844,0.07295858860015869,0.10832130908966064,0.1903010457754135,0.08413386344909668,0.12452556937932968,0.0733167976140976,0.11462132632732391,0.041025180369615555,0.2992572486400604,0.4310314953327179,0.18133124709129333,0.25344792008399963,0.28947576880455017,0.3561287522315979,0.3592108488082886,0.03546103462576866,0.26987165212631226,0.3728664815425873,0.15264302492141724,0.224579855799675,0.2381332963705063,0.2619621753692627,0.30231377482414246,0.037851374596357346,0.17433717846870422,0.22242458164691925,0.18100666999816895,0.14664719998836517,0.23869480192661285,0.182652086019516,0.20555976033210754
57,0.03450828539612501,0.029828951167671577,3.289054756579192,8.139417047420031e-05,0.13894649562628372,0.03160649504484954,0.3473242521286011,0.33274197578430176,0.016042053699493408,0,0.0001,4.572532415390015,0.43314507603645325,0.07410304248332977,0.10896393656730652,0.18773451447486877,0.08438203483819962,0.12409280240535736,0.07264117896556854,0.11373496055603027,0.03945266827940941,0.3069760203361511,0.42753100395202637,0.18757720291614532,0.25308865308761597,0.2931186258792877,0.3629615008831024,0.35815536975860596,0.034393083304166794,0.27576974034309387,0.37390920519828796,0.15712487697601318,0.22793467342853546,0.24623441696166992,0.27075904607772827,0.3012358844280243,0.03717486560344696,0.17670109868049622,0.2201462835073471,0.18402206897735596,0.14590871334075928,0.24053256213665009,0.18649840354919434,0.2041337639093399
58,0.03480963311765505,0.030138518823229748,3.287792630817579,8.253590298725454e-05,0.13824962209100308,0.030443332813404226,0.33623358607292175,0.36189132928848267,0.01607462391257286,0,0.0001,4.469478130340576,0.4286183714866638,0.07459384202957153,0.10528308153152466,0.1882900446653366,0.08668578416109085,0.12196509540081024,0.07269192487001419,0.11497444659471512,0.04337691515684128,0.313325434923172,0.4206511676311493,0.18207116425037384,0.2610679566860199,0.2781125009059906,0.3537100553512573,0.3564988076686859,0.037382569164037704,0.2790483832359314,0.36145511269569397,0.15304546058177948,0.23301951587200165,0.22672642767429352,0.2609488070011139,0.29941481351852417,0.038824573159217834,0.1803198903799057,0.21767954528331757,0.1778344213962555,0.15058986842632294,0.226594477891922,0.18384839594364166,0.2042008638381958
59,0.03435677484325741,0.02969291895304037,3.2865825321363364,8.806337269640568e-05,0.1376392951478129,0.03073900858561198,0.3425043821334839,0.34616246819496155,0.01704586297273636,0,0.0001,4.518913984298706,0.43907979130744934,0.07580263167619705,0.10729844868183136,0.194220170378685,0.08545330166816711,0.12312212586402893,0.07352577894926071,0.113446444272995,0.04160038009285927,0.31636837124824524,0.4269576966762543,0.18115100264549255,0.2483384758234024,0.2900696396827698,0.36110615730285645,0.3689846992492676,0.03600147366523743,0.2877177894115448,0.3663930296897888,0.15145263075828552,0.22303344309329987,0.240080326795578,0.2677468955516815,0.30664706230163574,0.03829975798726082,0.1830689162015915,0.22037222981452942,0.18201275169849396,0.14514583349227905,0.23416243493556976,0.18625034391880035,0.2074260413646698
60,0.034714034070139344,0.0300580272855966,3.285353235576464,8.26116001521966e-05,0.1369827098172644,0.030539452446831598,0.3406177759170532,0.3268565237522125,0.013041566126048565,0,0.0001,4.523459434509277,0.4284825623035431,0.07287870347499847,0.10663716495037079,0.18621358275413513,0.08392039686441422,0.12377352267503738,0.07191618531942368,0.11373468488454819,0.04343719780445099,0.3027275502681732,0.41911348700523376,0.18849870562553406,0.24848392605781555,0.28404590487480164,0.35063695907592773,0.3548596203327179,0.037119269371032715,0.26995331048965454,0.3662246763706207,0.15968911349773407,0.21541523933410645,0.23851802945137024,0.2665278911590576,0.29938971996307373,0.03888162225484848,0.17451976239681244,0.2180994302034378,0.18094371259212494,0.14665894210338593,0.23651519417762756,0.1809738427400589,0.20179866254329681
61,0.034478843212127686,0.02982814650496711,3.2841835851254673,8.605886788522501e-05,0.13656524406827014,0.031064169424551504,0.34299764037132263,0.32284945249557495,0.012618732638657093,0,0.0001,4.445907115936279,0.43186283111572266,0.07677139341831207,0.10787877440452576,0.18588081002235413,0.08348880708217621,0.12409253418445587,0.07226062566041946,0.11508569866418839,0.04287221282720566,0.30477410554885864,0.42461681365966797,0.18987607955932617,0.238719180226326,0.28593817353248596,0.3488859534263611,0.3546610474586487,0.03680294379591942,0.2756178081035614,0.36895179748535156,0.16217520833015442,0.215531125664711,0.23759275674819946,0.2595469653606415,0.29706212878227234,0.03894718736410141,0.17652304470539093,0.21921585500240326,0.18433478474617004,0.14060674607753754,0.23542432487010956,0.18039239943027496,0.20230866968631744
62,0.03428562779141509,0.02964115207609923,3.2829641362895137,8.585417526774108e-05,0.13606527123762213,0.030621388753255208,0.334725946187973,0.33138802647590637,0.014098220504820347,0,0.0001,4.51715087890625,0.43266522884368896,0.07565607875585556,0.10444813966751099,0.19335274398326874,0.08528633415699005,0.12243267148733139,0.07223360985517502,0.11445336043834686,0.044363245368003845,0.30656811594963074,0.4177459478378296,0.18603870272636414,0.2537288963794708,0.2794018089771271,0.3513159155845642,0.35423219203948975,0.038228992372751236,0.2771962285041809,0.358857125043869,0.15773096680641174,0.2234288901090622,0.2272554188966751,0.2579679787158966,0.2973286509513855,0.03925535827875137,0.17810890078544617,0.2176925539970398,0.1811916083097458,0.14859624207019806,0.2275746464729309,0.18342958390712738,0.2029234766960144
63,0.03431418943016425,0.029678639834341797,3.281773390977279,8.695474136165221e-05,0.13529070628725964,0.03184821234809028,0.3418118953704834,0.3075172007083893,0.014451698400080204,0,0.0001,4.53174901008606,0.4350866675376892,0.07467498630285263,0.10832423716783524,0.18903732299804688,0.08533202856779099,0.12246120721101761,0.0719812884926796,0.11632103472948074,0.04148869961500168,0.2958107590675354,0.42160263657569885,0.18681472539901733,0.24316097795963287,0.28357627987861633,0.355684757232666,0.3514123558998108,0.03606472536921501,0.26673567295074463,0.37264105677604675,0.15738564729690552,0.21506039798259735,0.2351064682006836,0.26466143131256104,0.2954065501689911,0.03780841454863548,0.17528821527957916,0.21937638521194458,0.181252121925354,0.14358678460121155,0.23119203746318817,0.18355734646320343,0.20148873329162598
