epoch,train_total,train_recon,train_mixing,train_zero_recon,train_z_l2,val_recon,val_separation,max_pair_corr,min_energy_ratio,n_dead,lr,sec,corr_e0_x_clean,corr_e1_x_clean,corr_e2_x_clean,corr_e3_x_clean,corr_e4_x_clean,corr_e5_x_clean,corr_e6_x_clean,corr_e7_x_clean,corr_e0_bw,corr_e1_bw,corr_e2_bw,corr_e3_bw,corr_e4_bw,corr_e5_bw,corr_e6_bw,corr_e7_bw,corr_e0_ma,corr_e1_ma,corr_e2_ma,corr_e3_ma,corr_e4_ma,corr_e5_ma,corr_e6_ma,corr_e7_ma,corr_e0_em,corr_e1_em,corr_e2_em,corr_e3_em,corr_e4_em,corr_e5_em,corr_e6_em,corr_e7_em
11,0.12790238371361856,0.12262658677671266,3.494669250819994,0.0010579665869717364,0.1770549105561298,0.09073695543077256,0.35551658272743225,0.5265077948570251,0.001994354883208871,2,0.001,4.624740362167358,0.17311500012874603,0.09144626557826996,0.11638951301574707,0.13348254561424255,0.07584614306688309,0.1117217168211937,0.0754348412156105,0.08354519307613373,0.22000810503959656,0.40317243337631226,0.41775208711624146,0.18288148939609528,0.2420579493045807,0.35601577162742615,0.27982187271118164,0.3306872546672821,0.19688661396503448,0.33255553245544434,0.3687345087528229,0.16452480852603912,0.21174757182598114,0.29472261667251587,0.23603349924087524,0.29179275035858154,0.152883380651474,0.21411699056625366,0.21011590957641602,0.2800632119178772,0.14416463673114777,0.24684332311153412,0.15060310065746307,0.17681466042995453
12,0.11908328792323238,0.11376186816588692,3.487586125083592,0.0008377140873800154,0.1825457066297531,0.08256709459092881,0.3550644814968109,0.45649272203445435,0.0006180458003655076,2,0.001,4.4084625244140625,0.1807195395231247,0.09257439523935318,0.11796435713768005,0.14015793800354004,0.07881656289100647,0.11289528757333755,0.07927785068750381,0.08584411442279816,0.2560020685195923,0.41375502943992615,0.42540106177330017,0.21735499799251556,0.28076639771461487,0.42858201265335083,0.31505781412124634,0.4040021300315857,0.2131490558385849,0.3296612501144409,0.3803378939628601,0.18471983075141907,0.23592932522296906,0.340438574552536,0.2588265538215637,0.33591747283935547,0.15736372768878937,0.2120513617992401,0.21688900887966156,0.23898611962795258,0.15546642243862152,0.2562735676765442,0.16370084881782532,0.19467461109161377
13,0.11484550263570703,0.1095067068286564,3.4795010089874268,0.0005504093139240032,0.18537893956122192,0.08313881881148727,0.3896934986114502,0.4169293940067291,0.0014486595755442977,2,0.001,4.422883987426758,0.21534886956214905,0.09522013366222382,0.12537610530853271,0.13843359053134918,0.07521136850118637,0.11654762923717499,0.07180791348218918,0.08659086376428604,0.21335802972316742,0.45663776993751526,0.4683827757835388,0.180366650223732,0.2414984405040741,0.3407280147075653,0.3124884366989136,0.38176438212394714,0.18286144733428955,0.35994553565979004,0.42036202549934387,0.1509568691253662,0.20329956710338593,0.28627657890319824,0.2466350942850113,0.32692939043045044,0.13757267594337463,0.22799867391586304,0.2304249405860901,0.24488011002540588,0.14060039818286896,0.2803357243537903,0.1613597422838211,0.2007729709148407
14,0.10345255583524704,0.09807898460522942,3.471002547637276,0.0008269467709950455,0.1894298156966334,0.07560708166051794,0.38095393776893616,0.4308004677295685,0.002710217610001564,2,0.001,4.442644357681274,0.2216591089963913,0.09688729047775269,0.1234898716211319,0.1576956808567047,0.07556242495775223,0.11397691816091537,0.07409050315618515,0.08353471755981445,0.22968123853206635,0.44568222761154175,0.45903709530830383,0.2105552852153778,0.2705228924751282,0.34966135025024414,0.3238702118396759,0.3980756998062134,0.19065061211585999,0.35635626316070557,0.4149881899356842,0.17249062657356262,0.23487327992916107,0.29448819160461426,0.2549070119857788,0.34188178181648254,0.1421058475971222,0.22499576210975647,0.23035885393619537,0.2477947622537613,0.16082118451595306,0.26883652806282043,0.16613928973674774,0.2104150801897049
15,0.09770499947278397,0.09233452574066493,3.4613219240437383,0.0006676579359918833,0.1902475065511206,0.07366179515697338,0.3762645721435547,0.6723811030387878,0.00030812068143859506,2,0.001,4.494038343429565,0.24524973332881927,0.0851951465010643,0.11916334182024002,0.14791648089885712,0.06519092619419098,0.11370042711496353,0.06130920723080635,0.07991645485162735,0.15571390092372894,0.3863355219364166,0.4592176675796509,0.1926746815443039,0.17127040028572083,0.34433430433273315,0.19471698999404907,0.3485885560512543,0.12802958488464355,0.30892959237098694,0.4089985489845276,0.16291354596614838,0.15320882201194763,0.2775610685348511,0.16619333624839783,0.28458094596862793,0.11279412358999252,0.19809287786483765,0.23158298432826996,0.19968955218791962,0.11093393713235855,0.2605774700641632,0.12377748638391495,0.1802496314048767
16,0.0952975390397984,0.08997466479954512,3.4529721322266953,0.0005188921571496631,0.18647119402885437,0.07277568336769387,0.38696134090423584,0.5164778828620911,0.0032534869387745857,1,0.001,4.3737945556640625,0.27613726258277893,0.09296757727861404,0.12227382510900497,0.1609146147966385,0.07290826737880707,0.1117958053946495,0.07437954097986221,0.08601140230894089,0.20868076384067535,0.4470636546611786,0.468669056892395,0.20805348455905914,0.22658708691596985,0.36004531383514404,0.2934461236000061,0.40981152653694153,0.1771746128797531,0.3646468222141266,0.4195370376110077,0.170719176530838,0.19573035836219788,0.2972894608974457,0.2313239723443985,0.3331640362739563,0.12501460313796997,0.22404903173446655,0.23663270473480225,0.20449848473072052,0.12771469354629517,0.2726778984069824,0.1588749885559082,0.19865991175174713
17,0.0909189892851788,0.0855620458074238,3.4460875158724575,0.0008683435507523625,0.19021730513676352,0.05985202365451389,0.3774305284023285,0.5497354865074158,0.00028362416196614504,2,0.001,4.402095556259155,0.31629350781440735,0.07944884151220322,0.11464068293571472,0.15583084523677826,0.059486664831638336,0.11882973462343216,0.055120520293712616,0.07532603293657303,0.13156065344810486,0.35581716895103455,0.45973432064056396,0.18191809952259064,0.12639079988002777,0.30077582597732544,0.13721899688243866,0.3192160725593567,0.11290575563907623,0.29016029834747314,0.3920208513736725,0.15431323647499084,0.1144777461886406,0.24245676398277283,0.11747260391712189,0.2654029428958893,0.089829221367836,0.19271735846996307,0.2291582077741623,0.19406911730766296,0.08693399280309677,0.2805364429950714,0.0951862558722496,0.1760130375623703
18,0.08433193616245103,0.0790138843914737,3.438788382903389,0.0003216413334366339,0.1876046502071878,0.06192142740885417,0.3860379159450531,0.4174000322818756,0.0023743670899420977,1,0.001,4.394811630249023,0.3735983669757843,0.0927644595503807,0.11959852278232574,0.16088156402111053,0.06901901215314865,0.12209608405828476,0.0705643892288208,0.08371789008378983,0.13204960525035858,0.40973079204559326,0.4507647752761841,0.18476653099060059,0.18150624632835388,0.3239628076553345,0.31067681312561035,0.3806602954864502,0.1088850200176239,0.3392639458179474,0.40583065152168274,0.15549823641777039,0.16526158154010773,0.27672550082206726,0.2450658231973648,0.30859002470970154,0.09272969514131546,0.20613114535808563,0.22656361758708954,0.20124414563179016,0.10853593796491623,0.3015183210372925,0.1586955189704895,0.19583183526992798
19,0.08333170446364777,0.07805186704449031,3.4309768262116807,0.0004157316080122457,0.18447031404661096,0.05804710783781829,0.37879130244255066,0.35616743564605713,0.0003038677969016135,2,0.001,4.8002870082855225,0.35075196623802185,0.07805822044610977,0.11969102919101715,0.1361219882965088,0.0521627813577652,0.12045612186193466,0.05705629289150238,0.07148423045873642,0.1203514114022255,0.30412933230400085,0.44864264130592346,0.15160837769508362,0.10752472281455994,0.2663588225841522,0.1803452968597412,0.28112390637397766,0.10202908515930176,0.24816711246967316,0.4062495231628418,0.12864451110363007,0.09823855012655258,0.21634666621685028,0.14570145308971405,0.2339382916688919,0.08457176387310028,0.16514509916305542,0.22621537744998932,0.16126281023025513,0.07914046943187714,0.2814817726612091,0.11289996653795242,0.15360717475414276
20,0.08024388389742892,0.07495946728664896,3.4250010718470034,0.0006112620043416467,0.18533035659271738,0.07192776489257813,0.372517466545105,0.6317635178565979,0.0013642343692481518,2,0.001,4.548766136169434,0.355310320854187,0.08134973049163818,0.11262073367834091,0.17457044124603271,0.058359429240226746,0.12186960875988007,0.05405120179057121,0.07335595041513443,0.0897408202290535,0.3756081461906433,0.44190701842308044,0.16109950840473175,0.0926797166466713,0.315361350774765,0.13842764496803284,0.3074377775192261,0.07550253719091415,0.2844669222831726,0.3841268718242645,0.13593238592147827,0.07651712000370026,0.26221799850463867,0.11418420076370239,0.2547943592071533,0.07001098990440369,0.1879115104675293,0.21844638884067535,0.1887933313846588,0.07277359813451767,0.29151850938796997,0.09572240710258484,0.1670544445514679
21,0.08334378736174625,0.07802293822169304,3.4217734855154287,0.0005676356193599413,0.18933983147144318,0.056700488055193864,0.39231348037719727,0.3936340808868408,0.0018491072114557028,2,0.001,4.4011805057525635,0.38217154145240784,0.0881233662366867,0.11854083836078644,0.15529486536979675,0.06790056079626083,0.12629936635494232,0.06308285892009735,0.08820397406816483,0.0977625697851181,0.403287410736084,0.4534173607826233,0.16277407109737396,0.20407415926456451,0.3157544732093811,0.24071404337882996,0.38022297620773315,0.08071904629468918,0.3229301869869232,0.40528300404548645,0.1363539695739746,0.17407891154289246,0.27351951599121094,0.19421397149562836,0.32823190093040466,0.0739462822675705,0.20365473628044128,0.23100264370441437,0.1982048749923706,0.12540104985237122,0.31824010610580444,0.13798697292804718,0.1988489329814911
22,0.07182217033013054,0.06657407416597656,3.4171626360520073,0.00026395779549721226,0.18282933468404022,0.04930241902669271,0.37406882643699646,0.34249982237815857,0.0011506343726068735,2,0.001,4.457484722137451,0.4040202796459198,0.08544646203517914,0.11531229317188263,0.1568007916212082,0.06087547168135643,0.1271982342004776,0.062045738101005554,0.08667977154254913,0.07936511933803558,0.4193668067455292,0.43209296464920044,0.1515333354473114,0.16542181372642517,0.3041633367538452,0.2287030667066574,0.3485136330127716,0.06754446774721146,0.32139140367507935,0.3923720419406891,0.12989652156829834,0.1435421109199524,0.25226908922195435,0.1812378466129303,0.2986285388469696,0.061681464314460754,0.20367537438869476,0.2239719182252884,0.18369047343730927,0.10094677656888962,0.2977413535118103,0.13706699013710022,0.1883256733417511
23,0.06974702555200328,0.06456799837558166,3.4090479560520337,0.00023045628420178494,0.17676749371963998,0.053669488412362555,0.37607046961784363,0.35593274235725403,0.002229524776339531,2,0.001,4.503424644470215,0.48450538516044617,0.08231834322214127,0.11645291745662689,0.17159180343151093,0.06548325717449188,0.1276925951242447,0.06324200332164764,0.09628327935934067,0.06981310248374939,0.40501925349235535,0.4279276728630066,0.15289556980133057,0.1802869737148285,0.28079622983932495,0.25542744994163513,0.3682727813720703,0.05753282457590103,0.3225518465042114,0.3978818356990814,0.13078069686889648,0.15727518498897552,0.23825567960739136,0.199462890625,0.31301161646842957,0.05750061944127083,0.20999744534492493,0.22260621190071106,0.17815148830413818,0.11287767440080643,0.3024018704891205,0.14336194097995758,0.20452538132667542
24,0.07135489323864812,0.0661545734366645,3.403977331907853,0.00041790719969076633,0.17921641404214111,0.048438016538266786,0.37136879563331604,0.32537296414375305,0.0042246002703905106,1,0.001,4.461591958999634,0.3986845910549164,0.08397779613733292,0.1129136011004448,0.16913194954395294,0.07628870755434036,0.12740203738212585,0.07101846486330032,0.09521859139204025,0.07932083308696747,0.36770325899124146,0.42073485255241394,0.16576530039310455,0.20011429488658905,0.2941010296344757,0.3101288080215454,0.33590763807296753,0.06637349724769592,0.3096734881401062,0.38701504468917847,0.139164537191391,0.16733182966709137,0.24428649246692657,0.22326932847499847,0.28843390941619873,0.05971531197428703,0.1907271146774292,0.218017116189003,0.1836819052696228,0.13711361587047577,0.30635660886764526,0.16198481619358063,0.1913730651140213
25,0.06688031926751137,0.06170573182727979,3.400604082190472,0.00045142542259544945,0.17694691601006882,0.04703159699616609,0.3674379885196686,0.3707420825958252,0.004420632030814886,2,0.001,4.592638254165649,0.39110374450683594,0.08330796658992767,0.11448169499635696,0.16216158866882324,0.07699891924858093,0.12593425810337067,0.07044082134962082,0.09521270543336868,0.06943364441394806,0.37282001972198486,0.4278252422809601,0.17132799327373505,0.23982034623622894,0.3043181002140045,0.2709949016571045,0.3875933885574341,0.058044131845235825,0.313017338514328,0.38342374563217163,0.1485806405544281,0.19484682381153107,0.2530585527420044,0.21285568177700043,0.32730787992477417,0.056864604353904724,0.19771844148635864,0.21666614711284637,0.1849517524242401,0.13751208782196045,0.2910650074481964,0.14633318781852722,0.20279115438461304
26,0.06378925348753514,0.05862038031868313,3.3965055113253384,0.0003446906067319619,0.17689196182333905,0.044344793814199944,0.3576016426086426,0.32172292470932007,0.003597105387598276,2,0.001,4.50849461555481,0.3980396091938019,0.08464168757200241,0.11173918843269348,0.16372743248939514,0.07122131437063217,0.12521234154701233,0.06715872883796692,0.0991252213716507,0.053719326853752136,0.3686830997467041,0.41271233558654785,0.1724143922328949,0.20480100810527802,0.2856620252132416,0.29016369581222534,0.3614470064640045,0.045831456780433655,0.30570194125175476,0.3747105002403259,0.14817950129508972,0.175641730427742,0.23622442781925201,0.21029984951019287,0.30695393681526184,0.04780733585357666,0.19584503769874573,0.21142134070396423,0.17731796205043793,0.12397416681051254,0.28538215160369873,0.15643790364265442,0.20377124845981598
27,0.06284310895463695,0.0577001510106999,3.3919215409652046,0.000304008792939029,0.17479960685190948,0.05203288438585069,0.37246784567832947,0.3352612853050232,0.004474549554288387,2,0.001,4.401531934738159,0.4571395814418793,0.08414062857627869,0.1172202080488205,0.17781470715999603,0.0764508843421936,0.1252511441707611,0.0642981305718422,0.10571910440921783,0.055954113602638245,0.3802368640899658,0.43916669487953186,0.16744884848594666,0.27606308460235596,0.32172149419784546,0.27244699001312256,0.3843138515949249,0.045484982430934906,0.32196030020713806,0.40247783064842224,0.14232055842876434,0.22689630091190338,0.2674838602542877,0.1957230418920517,0.3241572082042694,0.04623585566878319,0.19741159677505493,0.22553619742393494,0.18474353849887848,0.14930401742458344,0.2757589519023895,0.14938880503177643,0.21103082597255707
28,0.05931787451972132,0.05420521598147309,3.387109486953072,0.00022587320310539445,0.1723290247761685,0.04253874715169271,0.3731270730495453,0.3868269622325897,0.009661715477705002,1,0.001,4.413054466247559,0.45988699793815613,0.08723106235265732,0.11627060920000076,0.18004298210144043,0.08285989612340927,0.12582877278327942,0.06956970691680908,0.10124567896127701,0.04520096257328987,0.37417131662368774,0.43670785427093506,0.1738642305135727,0.2699931263923645,0.32979485392570496,0.37218186259269714,0.39120548963546753,0.03721892088651657,0.3267645239830017,0.40021663904190063,0.15404260158538818,0.22058145701885223,0.2777816355228424,0.27060967683792114,0.3454913794994354,0.03927948698401451,0.19715362787246704,0.22699958086013794,0.18919536471366882,0.14579203724861145,0.2824566662311554,0.17612257599830627,0.2076224833726883
29,0.05850070018483245,0.05343059158843497,3.381799428359322,0.00022854959420130953,0.16860235190909842,0.046428045202184604,0.3744378387928009,0.399192750453949,0.01235988363623619,0,0.001,4.485171318054199,0.43390393257141113,0.09218917042016983,0.11647795140743256,0.17394493520259857,0.08792674541473389,0.12867224216461182,0.07253685593605042,0.11177214235067368,0.050534430891275406,0.3814663589000702,0.4408734440803528,0.13470880687236786,0.28121790289878845,0.33055710792541504,0.4015699326992035,0.38890835642814636,0.04112394526600838,0.332123339176178,0.3990667164325714,0.12019175291061401,0.23840749263763428,0.2789570689201355,0.2911173701286316,0.34458842873573303,0.04316581040620804,0.20089878141880035,0.22684220969676971,0.17571012675762177,0.15190774202346802,0.2833733558654785,0.1896706521511078,0.21784630417823792
30,0.05730119039830954,0.05224054015201071,3.376707294712896,0.00032177470743392956,0.16807247503944064,0.042957438151041666,0.3711279630661011,0.39169982075691223,0.007594074588268995,1,0.001,4.475194215774536,0.41908562183380127,0.08738817274570465,0.11651366949081421,0.18875907361507416,0.08322007954120636,0.12591221928596497,0.07406343519687653,0.11081977933645248,0.03537150099873543,0.38157379627227783,0.4264295995235443,0.12049829959869385,0.23661962151527405,0.2998155355453491,0.4014066457748413,0.36928921937942505,0.030943702906370163,0.3292195498943329,0.40064737200737,0.10748831182718277,0.20220454037189484,0.25433406233787537,0.3012537658214569,0.3291192054748535,0.03643856570124626,0.19573241472244263,0.2235529124736786,0.1779647022485733,0.13081607222557068,0.28630688786506653,0.19660688936710358,0.21116332709789276
31,0.05873032140990962,0.0536759579959123,3.3722809501316235,0.0003736757062142715,0.1678346214087113,0.04212772962782118,0.3600577116012573,0.34342530369758606,0.0037244469858705997,1,0.001,4.435844659805298,0.46018195152282715,0.08301200717687607,0.11171476542949677,0.197935089468956,0.07149820774793625,0.12731565535068512,0.06672388315200806,0.11577168852090836,0.04688280448317528,0.3679998219013214,0.41497117280960083,0.16358648240566254,0.2194196581840515,0.30822259187698364,0.3432077467441559,0.4053235948085785,0.03791794553399086,0.3176863491535187,0.3831672966480255,0.14228762686252594,0.17764480412006378,0.2598053216934204,0.25368204712867737,0.3453276455402374,0.04045509174466133,0.18926037847995758,0.21608588099479675,0.18615670502185822,0.1279924362897873,0.28203460574150085,0.17201437056064606,0.2178869992494583
32,0.056032148068365845,0.05096626589479654,3.3682735277258833,0.000320858078497543,0.16943991313809934,0.040199759024160876,0.36473068594932556,0.40438857674598694,0.03917539864778519,0,0.001,4.399409532546997,0.4109756052494049,0.09304621070623398,0.11575356870889664,0.19394558668136597,0.08665686845779419,0.12418948113918304,0.07789686322212219,0.11352688074111938,0.047912321984767914,0.37910088896751404,0.4212287664413452,0.15237104892730713,0.33219099044799805,0.32102254033088684,0.3962647616863251,0.3913235664367676,0.039686474949121475,0.3323360085487366,0.3868865668773651,0.13495975732803345,0.2912923991680145,0.2722909450531006,0.2928587794303894,0.3308185040950775,0.04278773069381714,0.19971586763858795,0.21791672706604004,0.1863178163766861,0.1770634800195694,0.2860766351222992,0.19441145658493042,0.21974965929985046
33,0.05328307657138161,0.048242221060006515,3.3637715422588848,0.0003121949855045861,0.16739615150119946,0.04236617589879919,0.3583683967590332,0.3367849290370941,0.0027255676686763763,1,0.001,4.438997507095337,0.37265029549598694,0.08349047601222992,0.11309156566858292,0.19499222934246063,0.0706002488732338,0.12916940450668335,0.07114405930042267,0.11165817081928253,0.044646006077528,0.36579421162605286,0.41175198554992676,0.15603241324424744,0.21986187994480133,0.2733473479747772,0.3860074281692505,0.3835025429725647,0.037987008690834045,0.3192635774612427,0.38184335827827454,0.1335347592830658,0.191958487033844,0.23416760563850403,0.29353681206703186,0.3224528729915619,0.042427606880664825,0.18582773208618164,0.2180967926979065,0.18665072321891785,0.124031662940979,0.2815099358558655,0.18586812913417816,0.2172003537416458
34,0.05248409979369329,0.04747190277861512,3.358595557834791,0.00033101833200223905,0.16502913962239804,0.03907900266294126,0.3538375794887543,0.3305824100971222,0.006308767478913069,1,0.001,4.353009939193726,0.4695488214492798,0.08528578281402588,0.10929717123508453,0.2026221603155136,0.07388400286436081,0.12535414099693298,0.06788410246372223,0.11338189244270325,0.034366779029369354,0.34840768575668335,0.42068228125572205,0.18276523053646088,0.22426502406597137,0.31393930315971375,0.332516074180603,0.3959798216819763,0.03088971972465515,0.3133862614631653,0.37014180421829224,0.1593262255191803,0.1854657381772995,0.26035258173942566,0.2481316477060318,0.33517274260520935,0.034514669328927994,0.18108044564723969,0.21316225826740265,0.18862994015216827,0.12747526168823242,0.2706887125968933,0.16814632713794708,0.22045738995075226
