epoch,train_total,train_recon,train_sup,train_sup_wave,train_sup_diff,train_sup_diff2,train_sup_freq,train_sup_e1,train_sup_e2,train_sup_e3,train_sup_e4,val_recon,val_sup,val_sup_e1,val_sup_e2,val_sup_e3,val_sup_e4,S,argmax_k,lr,sec,rho_e0,rho_e1,rho_e2,rho_e3
1,0.6249525728433029,0.32371400944564654,0.30123855821464374,0.1362864297369252,0.003299042567327295,0.004355170589406043,0.13909266208824905,0.5135365776393724,0.1876449978545956,0.29868890409884247,0.20508374937850496,0.09955059564601608,0.08577925781408946,0.23592758178710938,0.02886693795522054,0.0535356076558431,0.024786903858184814,0.13941919803619385,0.0,0.001,8.617001295089722,0.13941919803619385,0.07117966562509537,0.10128594189882278,0.07630376517772675
2,0.31010111129802204,0.15305002163285794,0.15705108901728754,0.07526105156411296,0.001635800758579179,0.0008291457248244272,0.06245288722541021,0.32615706065426703,0.04904941161689551,0.1895522229049517,0.06344566202681998,0.07654474448042306,0.08157846252123514,0.23597235361735025,0.0187494961420695,0.04924677848815918,0.022345221837361654,0.1830943375825882,0.0,0.001,8.209765434265137,0.1830943375825882,0.10207181423902512,0.11018424481153488,0.12314774096012115
3,0.27007603710112366,0.12255228861518529,0.14752374848593836,0.06604366571359012,0.001629601673061109,0.0008308662066195646,0.051519264669521996,0.3020995971949204,0.044696758136801094,0.18541332755399786,0.057885309600311775,0.05873805352818896,0.07621649682521821,0.21807289441426594,0.01791386286417643,0.048165425459543866,0.020713804562886556,,,0.001,8.096717357635498,,,,
4,0.24807099997997284,0.10697829820539641,0.14109270145063815,0.060823561704677086,0.0016053827965389128,0.0008304169345849558,0.046425614344037094,0.2824821536955626,0.04245289091182792,0.18372321517571158,0.055712546181419624,0.055227700395193716,0.07501409520705542,0.21350011507670086,0.017865464289983115,0.047279550234476726,0.021411251227060953,0.29945316910743713,0.0,0.001,8.207088232040405,0.29945316910743713,0.09233792871236801,0.1343635618686676,0.1311313360929489
5,0.2218480479458104,0.08923075088988179,0.13261729802774347,0.05524064940602883,0.0015475329760785985,0.000837416448832854,0.03884063677295395,0.25210980293543445,0.04173906892538071,0.18227478602658148,0.05434553535736125,0.045298296833596034,0.06755119611819585,0.18534151077270508,0.01763985514640808,0.04726620197296143,0.01995721658070882,,,0.001,8.155080556869507,,,,
6,0.19332451470520184,0.0720035657286644,0.12132094832866089,0.05040776016919509,0.0014182637627843928,0.0008394224037740217,0.03450410529647185,0.2100732436646586,0.04152020180354948,0.1806997028381928,0.05299064533218094,0.05450119821648849,0.05724998821814855,0.1437834326426188,0.017594256401062013,0.04699501434961955,0.020627249479293824,0.7328956723213196,0.0,0.001,8.12491488456726,0.7328956723213196,0.08084923774003983,0.12211982160806656,0.11620935797691345
7,0.17081442086592966,0.05797025318378988,0.11284416525260262,0.04767721130148224,0.0013033390784150233,0.0008346717349132118,0.03199059880622055,0.17732169381950214,0.04160483327248822,0.18013034631376681,0.052319788738437324,0.028540768093532985,0.053030847509702043,0.1296965440114339,0.01711319963137309,0.04635865052541097,0.01895499587059021,,,0.001,8.09685730934143,,,,
8,0.1608855206033458,0.052073700272518654,0.10881182033082713,0.04577882102002268,0.0012606599813570147,0.0008262864506358038,0.030833946864890015,0.164012404239696,0.04083285092011742,0.17912280624327453,0.051279220406128014,0.03526029709486934,0.05331225206454595,0.1277878443400065,0.0185664701461792,0.047420615355173744,0.01947407841682434,0.7703099250793457,0.0,0.001,8.164773941040039,0.7703099250793457,0.08104486763477325,0.10333984345197678,0.11246278136968613
9,0.1516216947980549,0.04727213311454524,0.10434956395107767,0.043933040745880295,0.0012083304792885547,0.0008173310299120519,0.029364898800849915,0.14816819908826248,0.040713905478301254,0.17801715951898825,0.05049898896528327,0.020239343922040617,0.04520349750916163,0.098998015721639,0.017206843694051108,0.04573630491892497,0.018872825702031453,,,0.001,8.09561014175415,,,,
10,0.14811647327049918,0.04398162355241568,0.10413485085186751,0.04255908743842789,0.0012315152435684981,0.0008237583071762776,0.0277331102963375,0.1486126676849697,0.04044592056585395,0.17785758622314618,0.04962322569411734,0.023150692320706552,0.045824650724728896,0.10223406155904134,0.016897336641947428,0.04605413277943929,0.018113071918487548,0.7872083783149719,0.0,0.001,8.178568124771118,0.7872083783149719,0.08039458096027374,0.08891497552394867,0.11631546169519424
